id_i,ctry,sex,age,dem,dem_group,aut,civ,ses,edu,level,level_lab
73929,Peru,1,14.17,1,minimalist,49.54,486.77,-0.56,0,2,level 2
74658,Peru,0,13.92,2,complex,52.52,398.76,-0.7,0,1,level 1
74615,Peru,1,14.5,1,minimalist,56.12,153.93,-1.87,0,0,level 0
75184,Peru,1,13.42,1,minimalist,51.06,528.87,1.18,1,2,level 2
72334,Peru,0,14.08,1,minimalist,47.94,491.04,0.05,0,2,level 2
75328,Peru,1,13.25,1,minimalist,63.24,392.51,-0.75,0,0,level 0
72793,Peru,1,13.75,3,limited,49.54,513.16,0.64,0,2,level 2
74052,Peru,1,14.58,1,minimalist,27.06,470.91,0.38,0,1,level 1
77122,Peru,1,14,1,minimalist,55.3,450,-1,0,1,level 1
76900,Peru,0,14.83,1,minimalist,63.24,419.13,0.34,0,1,level 1
74787,Peru,0,15.08,3,limited,49.54,337.36,0.48,0,0,level 0
77001,Peru,1,13.75,1,minimalist,44.48,523.11,-0.31,0,2,level 2
75620,Peru,1,13.33,3,limited,55.3,314.7,-1.06,0,0,level 0
73064,Peru,1,14.08,1,minimalist,47.94,443.24,0.8,0,1,level 1
77023,Peru,0,14.08,1,minimalist,44.48,561.16,-1.14,0,2,level 2
74140,Peru,0,14.08,1,minimalist,35.3,582.67,1,1,3,level 3
75189,Peru,0,13.25,3,limited,55.3,498.89,-0.03,0,2,level 2
76172,Peru,0,16.17,1,minimalist,56.63,372.88,-0.69,0,0,level 0
72777,Peru,0,13.67,1,minimalist,53.93,544.65,1.38,1,2,level 2
77098,Peru,0,15,1,minimalist,63.24,453.25,-0.24,0,1,level 1
73111,Peru,0,13.25,1,minimalist,61.87,407.59,-0.66,0,1,level 1
72569,Peru,1,14.67,1,minimalist,61.87,213.59,-1.5,0,0,level 0
75313,Peru,0,15,1,minimalist,49.54,493.27,-0.6,0,2,level 2
75576,Peru,1,14.5,1,minimalist,53.93,351.74,-0.52,0,0,level 0
74162,Peru,1,13.75,1,minimalist,55.3,435.18,-0.78,0,1,level 1
72274,Peru,1,13.83,1,minimalist,52.52,557.58,0.44,1,2,level 2
72156,Peru,1,13,3,limited,49.54,472.81,-0.19,0,1,level 1
75555,Peru,0,13.92,1,minimalist,46.26,385.13,-0.06,0,0,level 0
76070,Peru,1,13.67,1,minimalist,53.93,334.33,-1.34,0,0,level 0
73741,Peru,1,15.58,1,minimalist,52.52,427.53,0.93,1,1,level 1
73902,Peru,1,12.83,1,minimalist,56.63,367.86,-0.42,0,0,level 0
74436,Peru,1,13.33,1,minimalist,56.63,491.47,1.15,1,2,level 2
75398,Peru,0,13.58,2,complex,46.26,560.24,1.89,1,2,level 2
76525,Peru,0,15.17,1,minimalist,55.3,410.81,-1.62,0,1,level 1
73248,Peru,0,14.08,1,minimalist,53.93,407.84,-1.3,0,1,level 1
74901,Peru,1,14.25,2,complex,47.94,383.69,-0.5,0,0,level 0
76438,Peru,1,13.08,1,minimalist,57.94,379.58,-0.6,0,0,level 0
77167,Peru,0,15.17,1,minimalist,46.26,397.23,1.67,1,1,level 1
76723,Peru,1,13.75,1,minimalist,40.44,586.55,1.23,1,3,level 3
75983,Peru,1,13.5,1,minimalist,51.06,497.71,-0.37,0,2,level 2
72993,Peru,1,13.33,1,minimalist,46.26,530.23,-0.66,0,2,level 2
72594,Peru,0,16.08,1,minimalist,56.63,435.53,-1.04,0,1,level 1
74812,Peru,1,13.33,1,minimalist,47.94,461.92,1.29,1,1,level 1
75946,Peru,1,16.08,1,minimalist,61.81,329.96,-0.38,0,0,level 0
75399,Peru,0,15.08,2,complex,42.55,648.42,1.44,1,3,level 3
72879,Peru,1,14.58,3,limited,35.3,402.6,-1.39,0,1,level 1
77207,Peru,1,13.25,1,minimalist,52.03,495.48,-1.34,0,2,level 2
75433,Peru,0,13.42,1,minimalist,42.55,408.92,-0.67,0,1,level 1
72867,Peru,0,16,1,minimalist,49.54,384.74,-0.98,0,0,level 0
75693,Peru,1,17.17,1,minimalist,52.52,273.58,-0.57,0,0,level 0
72542,Peru,0,14.75,1,minimalist,63.24,395.69,0.44,0,1,level 1
75179,Peru,0,13.33,1,minimalist,42.55,484.21,1,1,2,level 2
74847,Peru,1,12.83,1,minimalist,46.26,565.74,1.34,1,3,level 3
75413,Peru,1,14.58,2,complex,51.06,511.22,-0.38,0,2,level 2
73982,Peru,1,13.42,1,minimalist,38.07,605.16,2.17,1,3,level 3
76681,Peru,1,14.67,1,minimalist,47.94,373.65,-0.87,0,0,level 0
77030,Peru,0,13.75,1,minimalist,44.48,512.2,-0.24,0,2,level 2
74654,Peru,1,14.83,1,minimalist,55.3,275.49,-1.34,0,0,level 0
77183,Peru,0,13.83,1,minimalist,49.54,364.53,0.36,1,0,level 0
76538,Peru,0,14.25,3,limited,55.3,264.15,0.31,1,0,level 0
74862,Peru,0,13.33,1,minimalist,49.54,565.37,0.12,0,3,level 3
75757,Peru,1,13.75,3,limited,53.93,332.79,-0.47,0,0,level 0
73253,Peru,0,17.25,1,minimalist,56.63,381.63,-1.24,0,0,level 0
77191,Peru,0,13.25,1,minimalist,47.94,422.7,-1.34,0,1,level 1
76257,Peru,1,14.67,1,minimalist,63.24,279.2,-1.38,0,0,level 0
75439,Peru,0,14.17,1,minimalist,60.54,387.99,-1.44,0,0,level 0
72623,Peru,0,15.5,1,minimalist,74.36,327.93,-0.01,0,0,level 0
72593,Peru,0,13.5,1,minimalist,85.37,321.44,0.24,1,0,level 0
76909,Peru,0,14,3,limited,52.52,553.51,2.06,1,2,level 2
75704,Peru,0,13.75,3,limited,49.54,333.07,-0.31,0,0,level 0
72361,Peru,0,13.42,1,minimalist,46.26,480.81,-0.44,0,2,level 2
76210,Peru,0,14.67,1,minimalist,42.55,386.78,-1.31,0,0,level 0
76774,Peru,1,16.58,1,minimalist,49.54,401.36,-1.62,0,1,level 1
72648,Peru,1,14.17,1,minimalist,44.48,461.11,1.43,1,1,level 1
76365,Peru,1,13.42,2,complex,47.94,545.58,2.01,1,2,level 2
76359,Peru,0,13.67,1,minimalist,52.52,583.41,1.59,1,3,level 3
76134,Peru,0,13.83,3,limited,56.63,383.61,-0.9,0,0,level 0
75385,Peru,1,14.17,1,minimalist,44.48,578.13,1.45,1,3,level 3
72935,Peru,1,13.42,1,minimalist,61.87,328.78,-0.14,0,0,level 0
73196,Peru,1,15.08,1,minimalist,51.06,532.76,-1.13,0,2,level 2
73498,Peru,0,14.42,1,minimalist,52.52,557.47,0.3,0,2,level 2
76147,Peru,1,13.42,1,minimalist,49.54,476.19,-0.69,0,1,level 1
72588,Peru,0,13.25,1,minimalist,38.07,494.08,-0.14,0,2,level 2
76928,Peru,0,13.75,1,minimalist,47.94,604.99,0.38,0,3,level 3
72802,Peru,1,13.5,1,minimalist,42.55,429.15,0.3,0,1,level 1
75913,Peru,0,13.5,1,minimalist,57.94,400.98,-0.24,0,1,level 1
74839,Peru,0,15.25,1,minimalist,53.93,363.88,-0.89,0,0,level 0
74941,Peru,0,13.83,1,minimalist,47.94,549.1,1.02,1,2,level 2
73599,Peru,1,17.92,1,minimalist,85.37,159.85,-0.1,0,0,level 0
74965,Peru,1,14,2,complex,31.87,495.67,1.27,0,2,level 2
75488,Peru,0,13.25,1,minimalist,47.94,477.66,0.48,0,1,level 1
75688,Peru,1,15.5,3,limited,55.51,302.44,1.3,1,0,level 0
74595,Peru,0,13.92,1,minimalist,51.06,587.52,0.23,0,3,level 3
74113,Peru,0,14,1,minimalist,55.3,504.44,-0.73,0,2,level 2
72703,Peru,1,13.5,1,minimalist,47.94,437.33,-1.5,0,1,level 1
74236,Peru,0,13.83,3,limited,56.63,454.64,2.05,1,1,level 1
72495,Peru,1,13.67,1,minimalist,51.06,501.31,2.52,1,2,level 2
72381,Peru,1,13.58,1,minimalist,40.44,478.54,-0.13,0,1,level 1
73290,Peru,0,13.33,3,limited,56.63,394.29,-1.35,NA,0,level 0
75208,Peru,1,12.83,3,limited,49.54,534.81,-0.47,1,2,level 2
76862,Peru,1,13.75,1,minimalist,61.87,277.81,-1.34,0,0,level 0
77079,Peru,0,13.42,1,minimalist,47.94,496.88,-0.53,0,2,level 2
75674,Peru,0,13.42,1,minimalist,57.94,335.83,-0.7,0,0,level 0
72905,Peru,0,13.58,2,complex,55.3,492.35,1.18,1,2,level 2
72790,Peru,0,14,1,minimalist,51.06,454.17,0.06,0,1,level 1
74820,Peru,1,13.83,1,minimalist,53.93,368.15,1.31,1,0,level 0
73189,Peru,1,16.67,3,limited,44.48,371.5,-0.54,0,0,level 0
75827,Peru,1,18.5,1,minimalist,56.63,308.96,-0.65,0,0,level 0
74135,Peru,0,13.33,1,minimalist,44.48,516.12,0.43,0,2,level 2
74703,Peru,1,14,1,minimalist,52.52,521.62,0.33,0,2,level 2
74589,Peru,1,12.42,2,complex,17.67,695.32,1.56,1,3,level 3
74846,Peru,0,13.42,2,complex,60.54,537.54,1.56,1,2,level 2
76148,Peru,1,13.92,1,minimalist,46.26,357.6,0.72,0,0,level 0
76293,Peru,1,14.67,1,minimalist,47.94,394.97,0.06,0,0,level 0
73721,Peru,1,13.17,1,minimalist,55.3,450.24,0.98,1,1,level 1
74454,Peru,1,13.58,1,minimalist,38.07,523.63,0.11,0,2,level 2
74707,Peru,0,13.5,1,minimalist,56.63,380.37,0.01,0,0,level 0
75242,Peru,1,13.58,1,minimalist,56.63,358.77,-1.1,0,0,level 0
75664,Peru,1,17.17,3,limited,52.52,356.83,-1.17,0,0,level 0
74601,Peru,0,12.5,3,limited,66.28,532.5,1.76,1,2,level 2
72604,Peru,0,14.42,1,minimalist,52.52,331.21,-0.93,0,0,level 0
74879,Peru,0,15.33,1,minimalist,56.63,420.89,2.15,1,1,level 1
74558,Peru,0,13.75,1,minimalist,60.54,399.44,0.06,0,1,level 1
75199,Peru,1,13.67,1,minimalist,51.06,361.74,-1.67,0,0,level 0
74463,Peru,1,14,1,minimalist,49.54,460.3,-0.14,0,1,level 1
75630,Peru,1,14.33,3,limited,42.55,457.38,-0.73,0,1,level 1
74811,Peru,1,13.42,1,minimalist,52.52,487.44,0.48,0,2,level 2
73494,Peru,0,15.08,3,limited,57.94,352.25,1.46,1,0,level 0
73351,Peru,1,13.42,1,minimalist,46.26,602.16,0.18,0,3,level 3
77133,Peru,1,13.92,1,minimalist,47.94,428.59,-0.46,0,1,level 1
76728,Peru,0,13.58,1,minimalist,55.3,499.43,0.43,0,2,level 2
72176,Peru,1,15.58,1,minimalist,59.24,447.17,0.85,1,1,level 1
73819,Peru,1,15.17,1,minimalist,49.54,470.2,0.13,0,1,level 1
72503,Peru,0,15.25,1,minimalist,31.87,464.42,0.49,0,1,level 1
76812,Peru,1,14.17,1,minimalist,51.06,531.17,0.66,0,2,level 2
75136,Peru,0,13.75,1,minimalist,35.3,601.14,1.3,1,3,level 3
75425,Peru,0,15,1,minimalist,53.93,374.74,-1.67,0,0,level 0
76205,Peru,0,13.75,1,minimalist,85.37,295.09,-1.2,0,0,level 0
75138,Peru,0,13.5,1,minimalist,64.69,434.95,1.07,0,1,level 1
76182,Peru,1,14.67,1,minimalist,53.93,396.66,-0.87,0,1,level 1
74832,Peru,0,13.58,1,minimalist,52.52,445.13,-1.32,0,1,level 1
72172,Peru,0,13.58,1,minimalist,55.3,450.39,0.85,1,1,level 1
76539,Peru,1,14,1,minimalist,49.54,400.51,-1.17,0,1,level 1
76480,Peru,0,13.83,1,minimalist,53.93,466.55,-1.24,0,1,level 1
72791,Peru,0,13,1,minimalist,55.57,390.97,1.69,1,0,level 0
77008,Peru,0,13.92,1,minimalist,53.93,327.86,-0.73,0,0,level 0
75902,Peru,0,13.92,1,minimalist,61.87,440.07,0.01,0,1,level 1
75477,Peru,1,13.58,1,minimalist,38.07,430.08,-0.74,0,1,level 1
72858,Peru,0,13.42,1,minimalist,35.3,517.95,1.33,1,2,level 2
75236,Peru,1,14.08,1,minimalist,57.94,401.51,-0.56,0,1,level 1
73691,Peru,0,13.5,3,limited,44.48,411.06,0.21,0,1,level 1
75812,Peru,0,14,1,minimalist,40.44,448.88,-0.9,0,1,level 1
72114,Peru,1,14.92,1,minimalist,55.3,467.15,-0.37,0,1,level 1
73265,Peru,0,16.25,1,minimalist,64.69,380.95,0.27,0,0,level 0
72576,Peru,0,13.58,3,limited,52.52,291.71,-1.49,0,0,level 0
72286,Peru,0,13.5,1,minimalist,47.94,502.57,0.23,0,2,level 2
75331,Peru,1,14.25,1,minimalist,53.93,435.92,-1.34,0,1,level 1
74066,Peru,0,13.92,1,minimalist,44.48,421.13,-0.69,0,1,level 1
75238,Peru,0,13.75,1,minimalist,56.63,466.09,-0.53,0,1,level 1
75941,Peru,0,14,1,minimalist,56.63,361.07,0.01,1,0,level 0
73441,Peru,1,13.42,1,minimalist,49.54,529.65,1.06,1,2,level 2
72277,Peru,0,13.25,1,minimalist,52.52,361.82,0.85,1,0,level 0
73208,Peru,0,13,1,minimalist,46.26,469.16,1.06,1,1,level 1
75480,Peru,1,13.67,1,minimalist,47.94,477.87,0.4,0,1,level 1
75707,Peru,0,14.08,1,minimalist,49.54,313.55,0.86,0,0,level 0
73438,Peru,0,13.42,1,minimalist,66.28,436.82,0.09,0,1,level 1
75195,Peru,1,15,3,limited,46.26,200.28,-1.24,0,0,level 0
74256,Peru,0,14.58,1,minimalist,47.94,357.27,-1.25,0,0,level 0
74693,Peru,0,14.92,1,minimalist,53.93,250.49,-0.67,0,0,level 0
72476,Peru,1,13.67,1,minimalist,42.55,463.32,1.69,1,1,level 1
74362,Peru,1,13.5,1,minimalist,53.93,531.88,-0.42,0,2,level 2
76190,Peru,0,13.5,1,minimalist,57.94,561.25,-0.14,0,2,level 2
74808,Peru,0,13.92,2,complex,44.48,510.7,1.66,1,2,level 2
72193,Peru,0,13.5,1,minimalist,49.54,433.91,1.6,1,1,level 1
73288,Peru,1,13.58,1,minimalist,44.48,446.66,-0.58,0,1,level 1
76694,Peru,0,14.25,3,limited,49.54,246.55,-0.93,0,0,level 0
72386,Peru,0,13.25,3,limited,55.3,457.23,-0.44,0,1,level 1
73123,Peru,0,14,1,minimalist,66.28,423.78,-0.14,0,1,level 1
74191,Peru,1,13.5,2,complex,17.67,547.31,0.68,0,2,level 2
73714,Peru,1,13.25,1,minimalist,55.3,348.3,1.4,0,0,level 0
76149,Peru,1,14.17,1,minimalist,44.48,560.4,-0.15,0,2,level 2
73571,Peru,1,13.83,1,minimalist,52.52,455.91,-0.6,0,1,level 1
77074,Peru,0,13.92,1,minimalist,35.3,489.26,1.82,1,2,level 2
76970,Peru,1,15.25,1,minimalist,55.3,286.58,-0.5,0,0,level 0
77086,Peru,1,14.83,3,limited,56.63,460.76,1.58,1,1,level 1
74482,Peru,0,14,1,minimalist,46.26,506,0.66,0,2,level 2
75132,Peru,0,14,1,minimalist,27.06,470.96,-0.97,0,1,level 1
77157,Peru,0,13.75,3,limited,61.87,489.89,-0.19,0,2,level 2
74137,Peru,0,13.58,1,minimalist,53.83,467.76,0.07,0,1,level 1
74695,Peru,1,14.42,1,minimalist,72.89,258.01,-0.18,0,0,level 0
74419,Peru,1,13.75,1,minimalist,51.06,459.86,0.61,0,1,level 1
76471,Peru,0,15.67,1,minimalist,66.28,317.96,-0.27,0,0,level 0
77088,Peru,1,13.33,1,minimalist,47.94,460.86,-0.67,0,1,level 1
75101,Peru,1,13.42,2,complex,44.48,585.32,1.38,1,3,level 3
74422,Peru,0,13.33,1,minimalist,17.67,492.18,0.25,0,2,level 2
76656,Peru,0,14.42,2,complex,56.63,334.89,-1.26,0,0,level 0
74776,Peru,0,15.17,3,limited,53.93,412.13,-0.73,0,1,level 1
73658,Peru,1,15.5,1,minimalist,51.06,400.36,0.46,1,1,level 1
74039,Peru,1,13.58,1,minimalist,35.3,550.08,-0.73,0,2,level 2
72431,Peru,0,14.42,1,minimalist,59.24,336,1.07,1,0,level 0
74495,Peru,0,14.17,1,minimalist,57.94,428.81,-0.6,0,1,level 1
77196,Peru,0,13.75,1,minimalist,31.87,371.49,-1.62,0,0,level 0
72736,Peru,0,13.5,3,limited,44.48,418.91,0.85,1,1,level 1
73574,Peru,0,13.83,3,limited,51.06,516.21,1.39,1,2,level 2
75114,Peru,1,13.83,1,minimalist,49.54,354.36,-1.5,0,0,level 0
72366,Peru,0,13.75,3,limited,53.93,463.17,1.19,0,1,level 1
76947,Peru,1,13.08,1,minimalist,57.94,290.58,0.89,1,0,level 0
73186,Peru,0,14.25,1,minimalist,57.94,435.2,-1.29,0,1,level 1
76106,Peru,1,13.58,1,minimalist,51.06,461.4,-0.55,0,1,level 1
73240,Peru,0,14.33,1,minimalist,70.18,304.27,NA,1,0,level 0
75496,Peru,1,13.42,3,limited,52.52,266.04,-1.08,0,0,level 0
76383,Peru,1,13.25,3,limited,40.44,493.15,-1.21,0,2,level 2
73324,Peru,1,14.33,1,minimalist,44.48,408.25,-0.92,NA,1,level 1
72204,Peru,1,14,2,complex,38.07,548.79,0.71,0,2,level 2
75586,Peru,0,12.67,1,minimalist,44.48,571.39,-0.89,0,3,level 3
74911,Peru,1,13.42,1,minimalist,52.52,307.58,-1.31,0,0,level 0
76886,Peru,0,13.92,1,minimalist,44.7,524.38,0.44,0,2,level 2
74094,Peru,0,13.25,1,minimalist,56.63,366.19,-0.73,0,0,level 0
76795,Peru,0,15.58,3,limited,47.94,439.84,-0.83,0,1,level 1
75703,Peru,1,14.42,1,minimalist,49.54,278.82,-0.52,0,0,level 0
72151,Peru,0,13.83,3,limited,63.24,268.61,-1.3,0,0,level 0
72657,Peru,0,13.5,1,minimalist,47.94,443.83,1.56,1,1,level 1
76518,Peru,0,13.42,1,minimalist,51.06,493.32,-1.32,0,2,level 2
75719,Peru,1,13.17,1,minimalist,52.52,507.11,1.4,1,2,level 2
76188,Peru,0,13.83,1,minimalist,53.93,460.69,-0.14,0,1,level 1
75558,Peru,0,12.83,1,minimalist,63.24,274.94,-0.29,0,0,level 0
76930,Peru,0,13.92,1,minimalist,53.93,455.67,-0.94,0,1,level 1
75734,Peru,0,13.5,3,limited,49.54,450.17,-0.67,0,1,level 1
76029,Peru,0,13.25,2,complex,42.55,601.04,1.2,1,3,level 3
75473,Peru,1,13.92,3,limited,53.93,288.94,-1.34,0,0,level 0
75550,Peru,0,13.5,1,minimalist,68.06,284.18,-0.76,0,0,level 0
75426,Peru,0,13.75,1,minimalist,56.63,413.33,-1.87,0,1,level 1
75871,Peru,1,13.33,1,minimalist,52.52,495.24,1.64,1,2,level 2
76053,Peru,1,14.58,1,minimalist,59.24,384.52,-1.04,0,0,level 0
74045,Peru,1,15.33,1,minimalist,55.3,304.19,0.44,0,0,level 0
75293,Peru,1,13.58,1,minimalist,52.52,389.4,-0.23,0,0,level 0
76227,Peru,0,14.17,3,limited,52.52,429.49,-0.36,0,1,level 1
73132,Peru,0,14.92,1,minimalist,49.54,514,0.7,1,2,level 2
74153,Peru,0,13.17,1,minimalist,53.93,423.55,0,0,1,level 1
77244,Peru,0,13.42,1,minimalist,47.94,415.97,-0.56,0,1,level 1
75472,Peru,0,13.5,1,minimalist,51.06,530.79,-0.51,0,2,level 2
76226,Peru,0,14.58,3,limited,17.67,528.04,1.39,1,2,level 2
76420,Peru,0,13.67,1,minimalist,42.55,499.69,1.69,1,2,level 2
77087,Peru,1,13.33,3,limited,56.63,398.24,2.4,NA,1,level 1
72539,Peru,1,13.75,1,minimalist,46.26,382.26,0.88,1,0,level 0
74526,Peru,0,13.67,1,minimalist,52.52,550.81,-0.72,0,2,level 2
73401,Peru,1,14.25,1,minimalist,51.06,466.03,-0.23,0,1,level 1
73261,Peru,1,15.5,1,minimalist,49.54,381.08,-1.44,0,0,level 0
74824,Peru,1,13.42,1,minimalist,56.63,478.32,-0.86,0,1,level 1
74146,Peru,0,13.25,1,minimalist,47.94,511.51,0.57,1,2,level 2
76876,Peru,0,14,1,minimalist,72.89,273.94,-1.87,0,0,level 0
72985,Peru,0,14.67,1,minimalist,47.94,480.22,0.19,0,2,level 2
74880,Peru,1,13.75,1,minimalist,47.94,420.89,1.13,1,1,level 1
73831,Peru,1,13.83,1,minimalist,47.94,483.06,1.01,1,2,level 2
72965,Peru,1,14.42,1,minimalist,55.3,356.95,-0.94,0,0,level 0
77185,Peru,0,13.25,1,minimalist,51.06,444.53,0.4,0,1,level 1
74819,Peru,1,13.75,1,minimalist,47.94,479.12,1.06,0,2,level 2
73139,Peru,1,13.25,1,minimalist,40.44,500.3,0.79,0,2,level 2
75733,Peru,1,13.83,3,limited,60.54,437.26,0.67,0,1,level 1
72646,Peru,1,13.83,1,minimalist,52.52,509.32,-0.6,0,2,level 2
72460,Peru,0,13.67,1,minimalist,56.63,460.66,-0.99,0,1,level 1
74822,Peru,0,13.92,1,minimalist,51.06,557.34,0.77,1,2,level 2
74802,Peru,0,13.17,1,minimalist,60.54,337.03,-0.31,0,0,level 0
72465,Peru,0,13.75,2,complex,44.48,507.05,1.17,1,2,level 2
72859,Peru,0,13.67,3,limited,52.52,484.42,1.27,1,2,level 2
72808,Peru,1,14.67,1,minimalist,51.06,433.45,-1.31,0,1,level 1
72807,Peru,0,14,1,minimalist,52.52,502.97,-0.42,0,2,level 2
74441,Peru,0,13.25,1,minimalist,49.54,518.08,0.84,1,2,level 2
75501,Peru,1,14.08,1,minimalist,57.94,324.71,-1.46,0,0,level 0
74026,Peru,0,13.67,1,minimalist,63.24,396.24,-0.42,0,1,level 1
75763,Peru,0,18.17,1,minimalist,55.3,348.87,-1.11,0,0,level 0
76755,Peru,1,13.92,1,minimalist,51.06,473.39,0.36,0,1,level 1
72587,Peru,1,13.83,1,minimalist,56.63,526.4,1.43,1,2,level 2
73412,Peru,1,14.92,1,minimalist,51.06,498.08,0.34,0,2,level 2
74260,Peru,0,13.92,3,limited,47.45,284.25,-1.46,0,0,level 0
72754,Peru,1,13.75,1,minimalist,60.54,423.82,0.01,1,1,level 1
75492,Peru,0,13.42,1,minimalist,49.54,415.45,-0.92,0,1,level 1
76600,Peru,0,14.5,1,minimalist,49.54,299.86,-0.85,0,0,level 0
75504,Peru,0,14.33,3,limited,57.94,322.88,-0.57,0,0,level 0
74247,Peru,1,14,2,complex,55.3,348.4,0.17,1,0,level 0
76560,Peru,1,13.83,1,minimalist,59.24,338.58,-0.31,0,0,level 0
77200,Peru,1,13.67,1,minimalist,55.3,331.27,2.06,1,0,level 0
76686,Peru,1,13.42,1,minimalist,56.63,382.77,-0.76,0,0,level 0
76378,Peru,0,13.33,3,limited,61.87,408.01,-1.2,0,1,level 1
72470,Peru,1,13.58,1,minimalist,46.26,523.72,0.89,0,2,level 2
74072,Peru,1,13,1,minimalist,49.54,426.06,-1.44,0,1,level 1
75862,Peru,1,13.33,3,limited,38.07,451.64,-0.42,0,1,level 1
73673,Peru,0,14.42,1,minimalist,63.24,443.87,0.69,1,1,level 1
76375,Peru,1,14.67,3,limited,57.94,361.69,0.63,0,0,level 0
75680,Peru,0,13.42,1,minimalist,46.26,448.8,0.44,0,1,level 1
72250,Peru,0,14.17,1,minimalist,47.94,546.1,0.78,1,2,level 2
76916,Peru,0,13.92,1,minimalist,38.07,528.28,1.32,1,2,level 2
72358,Peru,0,13.25,1,minimalist,60.54,460.12,-0.52,0,1,level 1
76840,Peru,1,13.5,1,minimalist,53.93,461.71,-1.08,0,1,level 1
75998,Peru,1,13.67,1,minimalist,64.69,254.95,0.14,1,0,level 0
73000,Peru,1,14.42,1,minimalist,46.26,434.05,-1.31,0,1,level 1
74085,Peru,1,13.33,1,minimalist,47.94,260.41,-0.23,0,0,level 0
74711,Peru,1,13.83,1,minimalist,55.3,449.51,-0.4,0,1,level 1
75287,Peru,1,13,3,limited,53.93,378.45,2.06,1,0,level 0
73235,Peru,0,13.5,2,complex,47.94,532.72,-0.15,0,2,level 2
73790,Peru,1,13.25,1,minimalist,52.52,398.18,1.43,1,1,level 1
75174,Peru,0,13.25,3,limited,51.06,536.61,0.06,0,2,level 2
76115,Peru,1,13.92,1,minimalist,42.55,462.51,-0.52,0,1,level 1
73881,Peru,1,12.42,1,minimalist,46.26,409.55,-0.17,0,1,level 1
73181,Peru,0,13.92,1,minimalist,49.54,520.21,1.31,1,2,level 2
75835,Peru,1,13.5,2,complex,51.06,362.66,-1.04,NA,0,level 0
72991,Peru,1,14.58,1,minimalist,47.94,465.1,-0.51,0,1,level 1
73747,Peru,0,12.92,1,minimalist,47.94,535.43,1.3,1,2,level 2
72383,Peru,1,13.5,1,minimalist,51.06,561.48,-0.89,0,2,level 2
72770,Peru,0,13.33,3,limited,68.06,310.03,0.29,0,0,level 0
75187,Peru,0,14.08,3,limited,46.26,449.17,-0.6,0,1,level 1
77083,Peru,1,13.67,1,minimalist,27.06,573.28,0.66,0,3,level 3
72710,Peru,1,12.83,1,minimalist,44.48,475.53,-0.94,0,1,level 1
75751,Peru,0,17.75,1,minimalist,NA,310.11,-0.39,0,0,level 0
72442,Peru,0,13.42,1,minimalist,56.63,448.06,-0.01,0,1,level 1
75440,Peru,0,13.67,1,minimalist,44.48,432.27,-0.93,0,1,level 1
74172,Peru,1,14.75,1,minimalist,49.54,410.43,-0.54,0,1,level 1
74412,Peru,0,13.83,1,minimalist,49.54,537.78,-0.37,0,2,level 2
72690,Peru,0,14.08,1,minimalist,38.07,565.92,1.07,1,3,level 3
76967,Peru,0,15.17,1,minimalist,63.24,225.51,-0.87,0,0,level 0
75990,Peru,1,13.58,1,minimalist,52.52,327.9,-1.5,0,0,level 0
72413,Peru,1,13.75,2,complex,47.94,453.13,-0.88,0,1,level 1
74912,Peru,0,15.17,3,limited,61.87,405.81,-1.34,0,1,level 1
77176,Peru,0,13.17,1,minimalist,70.18,242.69,-0.84,0,0,level 0
74622,Peru,0,14,1,minimalist,46.26,443.5,-1.5,0,1,level 1
72291,Peru,0,13.58,3,limited,52.52,461.67,0.06,0,1,level 1
76811,Peru,1,14.75,1,minimalist,46.26,393.49,-0.56,0,0,level 0
74906,Peru,1,13.25,1,minimalist,51.06,412.48,-0.73,0,1,level 1
74662,Peru,1,17.67,1,minimalist,56.63,286.39,-1.06,0,0,level 0
76311,Peru,1,15.17,1,minimalist,47.94,452.5,-1.26,0,1,level 1
76093,Peru,0,13.92,1,minimalist,35.3,405.37,2.06,1,1,level 1
77114,Peru,1,14,1,minimalist,46.26,542,0.25,0,2,level 2
76995,Peru,1,13.75,1,minimalist,49.54,510.41,-0.29,0,2,level 2
74916,Peru,0,13.33,3,limited,44.48,494.12,0.78,0,2,level 2
72798,Peru,1,13.92,1,minimalist,42.55,415.96,-0.35,0,1,level 1
76408,Peru,0,13.83,3,limited,51.06,401.71,-0.56,0,1,level 1
75329,Peru,1,15.83,1,minimalist,56.63,325.92,-1.29,0,0,level 0
74351,Peru,1,13,1,minimalist,53.93,431.07,2.27,1,1,level 1
75310,Peru,1,13.33,1,minimalist,47.94,488.37,-0.98,0,2,level 2
77205,Peru,0,13.67,1,minimalist,49.54,333.3,-0.93,0,0,level 0
72388,Peru,1,15.17,1,minimalist,53.93,418.61,-1.3,0,1,level 1
77037,Peru,1,12.58,1,minimalist,59.24,284.54,-0.27,0,0,level 0
73007,Peru,0,14.25,1,minimalist,17.67,494.81,1.43,1,2,level 2
76644,Peru,0,13.25,1,minimalist,68.06,445.42,2.15,1,1,level 1
72842,Peru,0,13.67,1,minimalist,17.67,603.01,0.95,1,3,level 3
77215,Peru,0,13.58,1,minimalist,64.69,385.22,-0.42,0,0,level 0
72598,Peru,0,14.42,1,minimalist,47.94,569.1,-0.92,0,3,level 3
74508,Peru,1,13.58,2,complex,42.55,554.4,2.06,1,2,level 2
72801,Peru,0,13.92,1,minimalist,60.54,440.7,-0.62,0,1,level 1
