id_i,ctry,sex,age,dem,dem_group,aut,civ,ses,edu,level,level_lab
10556,Chile,0,13.5,2,complex,46.26,550.08,-0.4,0,2,level 2
9446,Chile,0,13.58,1,minimalist,38.07,561.67,0.3,0,2,level 2
7830,Chile,0,15.5,3,limited,52.52,460.83,-1.7,0,1,level 1
9306,Chile,0,14.75,3,limited,57.94,390.32,0.24,0,0,level 0
6318,Chile,0,14.5,3,limited,55.3,402.97,1.22,1,1,level 1
5996,Chile,0,14.17,1,minimalist,49.54,462.15,0.92,0,1,level 1
9698,Chile,0,13.42,3,limited,38.07,496.66,-0.2,0,2,level 2
8510,Chile,1,14.17,1,minimalist,40.44,624.36,2.08,1,3,level 3
8084,Chile,0,14.25,2,complex,44.48,687.08,1.05,1,3,level 3
9247,Chile,1,14,2,complex,46.26,579.58,0.58,1,3,level 3
7532,Chile,1,13.67,2,complex,44.48,631.88,-0.2,0,3,level 3
7359,Chile,0,13.58,2,complex,35.3,650.82,2.38,1,3,level 3
9490,Chile,0,14.17,2,complex,44.48,543.08,0.87,0,2,level 2
7827,Chile,1,13.92,2,complex,44.48,504.07,1.38,1,2,level 2
7843,Chile,1,14.17,1,minimalist,56.99,377.81,-1.15,0,0,level 0
7137,Chile,1,14.67,2,complex,44.48,598,1.97,1,3,level 3
6508,Chile,0,13.58,1,minimalist,60.54,341.63,0.34,0,0,level 0
10753,Chile,1,14.08,1,minimalist,44.48,535.86,-0.2,0,2,level 2
6391,Chile,0,14.33,3,limited,60.54,342.5,0.35,0,0,level 0
6405,Chile,0,13.58,2,complex,27.06,541.65,-0.12,0,2,level 2
7569,Chile,0,13.75,2,complex,42.55,532.13,1.33,1,2,level 2
8632,Chile,0,14.08,3,limited,53.93,299.67,-1.16,0,0,level 0
8153,Chile,1,13.75,2,complex,38.07,562.53,1.3,1,2,level 2
10613,Chile,1,14.33,3,limited,49.54,480.53,-0.92,NA,2,level 2
10127,Chile,1,13.67,1,minimalist,49.54,500.19,0.26,0,2,level 2
8629,Chile,0,14.42,3,limited,60.54,351.06,-0.73,0,0,level 0
8800,Chile,0,14.17,3,limited,27.06,485.01,0.29,0,2,level 2
7845,Chile,0,14.67,1,minimalist,49.54,415.39,-0.37,0,1,level 1
8403,Chile,1,13.42,2,complex,38.07,539.03,-0.37,0,2,level 2
5948,Chile,0,14.5,1,minimalist,60.54,388.57,-0.74,0,0,level 0
9638,Chile,0,13.67,3,limited,38.07,394.53,0.87,0,0,level 0
5907,Chile,1,14.42,2,complex,47.94,679.81,1.44,1,3,level 3
10333,Chile,0,14.25,2,complex,51.06,534.69,-1,0,2,level 2
7888,Chile,1,14.33,2,complex,44.48,546.86,0.1,0,2,level 2
10082,Chile,1,13.42,1,minimalist,35.3,547.17,2.49,1,2,level 2
10279,Chile,1,13.92,2,complex,17.67,668.35,2.16,1,3,level 3
6856,Chile,1,13.33,3,limited,47.39,392.6,1.1,1,0,level 0
9523,Chile,0,13.83,1,minimalist,59.24,438.68,-0.65,0,1,level 1
8221,Chile,0,13.42,1,minimalist,52.52,391.92,-0.33,0,0,level 0
9537,Chile,1,14.08,2,complex,47.15,429.96,-0.98,0,1,level 1
6215,Chile,1,16.33,1,minimalist,35.3,535.07,1.52,1,2,level 2
10148,Chile,0,14.17,2,complex,53.93,437.57,-0.51,0,1,level 1
8962,Chile,0,13.42,3,limited,17.67,454.32,1.39,1,1,level 1
6827,Chile,0,15.33,1,minimalist,NA,319.68,NA,NA,0,level 0
8931,Chile,0,13.67,1,minimalist,42.55,584.64,-0.79,0,3,level 3
8035,Chile,1,13.67,2,complex,35.3,535.37,0.75,0,2,level 2
9161,Chile,0,14,3,limited,52.52,319.07,-0.75,0,0,level 0
10511,Chile,1,14.08,1,minimalist,44.48,488.04,0.11,0,2,level 2
10932,Chile,1,13.92,1,minimalist,17.67,573.83,0.11,0,3,level 3
10073,Chile,1,14,3,limited,46.26,591.08,2.13,1,3,level 3
9711,Chile,0,14,3,limited,57.94,470.87,-0.95,0,1,level 1
9580,Chile,0,14.08,1,minimalist,53.93,412.3,-1.45,0,1,level 1
8833,Chile,0,14.33,2,complex,35.3,517.56,-0.13,0,2,level 2
7381,Chile,1,14.75,3,limited,57.94,343.61,-1.29,0,0,level 0
8081,Chile,0,13.58,2,complex,31.87,536.99,0.6,0,2,level 2
9453,Chile,0,16.17,1,minimalist,70.18,311.01,0.19,1,0,level 0
6918,Chile,0,13.58,1,minimalist,44.48,538.15,0.07,0,2,level 2
9805,Chile,1,14.25,1,minimalist,35.3,569.17,1.06,0,3,level 3
6949,Chile,0,14.17,1,minimalist,49.54,487.97,-0.33,0,2,level 2
7397,Chile,0,13.75,3,limited,51.06,359.34,-0.7,0,0,level 0
10479,Chile,1,13.58,2,complex,38.07,508.88,0.07,0,2,level 2
8938,Chile,0,13.75,2,complex,47.94,476.11,-0.21,0,1,level 1
8970,Chile,0,14,1,minimalist,47.94,546.26,0.62,0,2,level 2
8283,Chile,0,12.58,1,minimalist,56.63,369.13,-0.95,0,0,level 0
7039,Chile,1,14.25,1,minimalist,35.3,440.41,1.33,1,1,level 1
8229,Chile,1,14,3,limited,46.26,544.62,0.14,0,2,level 2
7513,Chile,1,13.92,2,complex,17.67,596.01,0.35,0,3,level 3
7634,Chile,1,14,2,complex,40.44,548.92,0.13,0,2,level 2
8451,Chile,0,13.83,2,complex,47.94,538.48,0.28,0,2,level 2
10366,Chile,0,14.08,2,complex,38.07,551,2.49,1,2,level 2
8639,Chile,1,13.92,1,minimalist,57.94,458.76,-0.51,0,1,level 1
9138,Chile,1,14,2,complex,31.87,628.05,0.56,0,3,level 3
6529,Chile,0,14.08,1,minimalist,46.26,417.59,-0.51,0,1,level 1
6517,Chile,1,15.83,1,minimalist,53.93,418.79,0.71,1,1,level 1
7220,Chile,1,14.17,1,minimalist,38.07,496.74,0.05,0,2,level 2
8613,Chile,0,14,1,minimalist,47.94,444.47,-0.79,0,1,level 1
8734,Chile,0,13.5,3,limited,17.67,464.99,-0.44,0,1,level 1
9439,Chile,0,14.17,1,minimalist,47.94,344.44,0.07,0,0,level 0
9499,Chile,0,14.75,2,complex,47.94,608.47,0.19,0,3,level 3
10186,Chile,0,14.33,2,complex,27.06,530.29,-1.04,0,2,level 2
7965,Chile,1,14.33,1,minimalist,44.48,544.22,-1.36,0,2,level 2
7238,Chile,1,13.5,1,minimalist,40.44,554.66,0.47,1,2,level 2
9858,Chile,0,14.42,3,limited,52.52,249.74,-0.23,0,0,level 0
10116,Chile,0,13.83,1,minimalist,35.3,489.88,1.18,1,2,level 2
10130,Chile,0,13.83,2,complex,51.06,575.92,1.72,1,3,level 3
10174,Chile,0,14.58,1,minimalist,51.06,357.26,-0.37,0,0,level 0
8343,Chile,0,16.67,1,minimalist,51.06,356.83,-0.99,0,0,level 0
6773,Chile,0,16,3,limited,64.69,299.45,-0.98,0,0,level 0
5903,Chile,0,14.5,2,complex,35.3,553.44,2.38,1,2,level 2
8506,Chile,0,14.5,3,limited,49.54,431.87,0.2,0,1,level 1
7439,Chile,0,15.08,1,minimalist,56.63,432.63,-1.01,0,1,level 1
10665,Chile,1,14,2,complex,35.3,549.27,1.8,1,2,level 2
6313,Chile,0,14.58,3,limited,55.3,471.57,-0.71,0,1,level 1
8589,Chile,1,14,1,minimalist,38.07,596.79,-0.37,0,3,level 3
7124,Chile,1,13.83,3,limited,44.48,508.11,0.13,0,2,level 2
9416,Chile,1,14.17,2,complex,17.67,618.29,0.59,0,3,level 3
7560,Chile,1,13.5,2,complex,59.24,417.43,0.96,1,1,level 1
10154,Chile,1,14.75,3,limited,56.63,479.51,-0.93,0,2,level 2
10276,Chile,1,14.08,3,limited,42.55,453.12,-1.97,0,1,level 1
9867,Chile,1,13.75,1,minimalist,47.94,505.09,1.86,1,2,level 2
6039,Chile,1,13.92,3,limited,51.06,545.77,-0.08,0,2,level 2
7800,Chile,0,13.75,3,limited,52.52,438.62,1.11,1,1,level 1
10649,Chile,0,14.17,1,minimalist,68.06,333.76,-1.28,0,0,level 0
7822,Chile,1,14,2,complex,38.07,525.02,-1.22,0,2,level 2
9023,Chile,1,16.08,1,minimalist,53.93,449.56,-1.75,0,1,level 1
7076,Chile,0,14,1,minimalist,17.67,434.09,-0.06,1,1,level 1
7022,Chile,0,13.92,2,complex,17.67,607.22,-1.55,0,3,level 3
9502,Chile,0,14,2,complex,27.06,595.76,2.13,1,3,level 3
8481,Chile,1,15.5,2,complex,49.54,498.79,-0.08,0,2,level 2
8124,Chile,0,14,2,complex,31.87,633.24,0.03,0,3,level 3
6227,Chile,0,15,3,limited,56.63,377.48,1.63,1,0,level 0
10224,Chile,1,14.17,2,complex,40.44,511.04,-0.26,0,2,level 2
8038,Chile,0,15.17,3,limited,63.24,349.27,-0.98,0,0,level 0
9952,Chile,1,13.75,1,minimalist,53.93,460.01,-0.87,0,1,level 1
9424,Chile,1,14.17,1,minimalist,44.48,571.73,0.42,0,3,level 3
9923,Chile,1,14.25,2,complex,40.44,576.04,1.52,1,3,level 3
10754,Chile,0,14.33,1,minimalist,44.48,443.7,-0.87,0,1,level 1
6820,Chile,0,14,3,limited,42.55,421.11,-1.14,0,1,level 1
8739,Chile,0,15.67,1,minimalist,38.07,452.85,1.36,1,1,level 1
8769,Chile,1,14.92,1,minimalist,51.06,477.91,-0.58,0,1,level 1
9925,Chile,0,14.17,2,complex,31.87,576.42,-1.11,0,3,level 3
9748,Chile,0,14.08,2,complex,42.55,545.96,0.87,0,2,level 2
9862,Chile,1,14,2,complex,17.67,612.3,-1.8,0,3,level 3
9706,Chile,0,13.83,3,limited,68.06,371.98,0.83,0,0,level 0
6798,Chile,0,14.17,2,complex,46.26,438.27,0.38,1,1,level 1
6040,Chile,0,14.08,3,limited,59.24,534.21,1.26,1,2,level 2
9055,Chile,0,14.08,3,limited,66.28,393.32,0.21,0,0,level 0
8478,Chile,1,13.67,2,complex,27.06,568.91,-0.25,0,3,level 3
10723,Chile,0,14.17,2,complex,38.07,596.23,1.32,1,3,level 3
8271,Chile,0,14.17,2,complex,27.06,549.43,1.05,1,2,level 2
7934,Chile,1,13.83,2,complex,47.94,501.28,-0.21,0,2,level 2
6577,Chile,0,13.75,1,minimalist,52.52,502.23,1.3,1,2,level 2
6547,Chile,0,15,1,minimalist,51.06,514.9,-0.76,0,2,level 2
9936,Chile,1,14.08,2,complex,49.54,552.31,0.51,1,2,level 2
10200,Chile,0,13.67,2,complex,42.55,531.66,-0.58,0,2,level 2
6106,Chile,0,14.17,2,complex,27.06,660.59,1.88,1,3,level 3
10516,Chile,1,14.08,2,complex,35.3,607.1,-0.7,0,3,level 3
8936,Chile,1,14.42,1,minimalist,46.26,451.42,-0.57,0,1,level 1
6014,Chile,0,14.25,2,complex,23.22,353.83,0.65,0,0,level 0
7611,Chile,0,15.25,3,limited,66.28,366.07,0.42,0,0,level 0
7454,Chile,0,14.08,2,complex,17.67,651.99,0.11,0,3,level 3
9933,Chile,0,14.42,1,minimalist,35.3,554.19,1,0,2,level 2
9226,Chile,1,13.83,3,limited,35.3,525.16,-0.4,0,2,level 2
14854,Colombia,1,16.5,1,minimalist,66.28,404.13,0.77,1,1,level 1
13876,Colombia,0,13.67,2,complex,42.55,563.61,1.36,1,3,level 3
16267,Colombia,1,14.42,1,minimalist,55.3,346.37,-1.05,0,0,level 0
14164,Colombia,0,14.33,1,minimalist,40.44,481.74,-0.9,0,2,level 2
13812,Colombia,0,14.25,1,minimalist,49.54,544.52,0.59,0,2,level 2
13748,Colombia,0,14.42,2,complex,42.55,556.09,0.38,0,2,level 2
13390,Colombia,1,15,1,minimalist,52.52,430.84,-1.69,0,1,level 1
14327,Colombia,1,14.92,1,minimalist,55.3,529.03,-0.66,0,2,level 2
11800,Colombia,0,12.67,1,minimalist,60.54,408.82,0.23,0,1,level 1
12626,Colombia,0,16.58,1,minimalist,55.82,355.18,-0.42,0,0,level 0
14896,Colombia,1,15.83,1,minimalist,35.3,508.69,-0.36,0,2,level 2
12294,Colombia,1,15.58,1,minimalist,35.3,484.57,-0.95,0,2,level 2
11240,Colombia,0,13.58,1,minimalist,44.48,648.03,1.38,1,3,level 3
13832,Colombia,1,15.5,1,minimalist,72.02,333.39,-0.33,0,0,level 0
13251,Colombia,0,14.33,1,minimalist,57.94,367.62,1.27,1,0,level 0
11282,Colombia,1,14.25,1,minimalist,52.52,448.59,-0.87,0,1,level 1
14836,Colombia,0,16.92,1,minimalist,38.07,506.58,-1.5,0,2,level 2
16419,Colombia,0,16.25,3,limited,68.06,357.26,1.01,1,0,level 0
15654,Colombia,1,13.83,1,minimalist,38.07,468.57,-0.28,0,1,level 1
14575,Colombia,1,12.67,1,minimalist,52.52,458.52,0.5,1,1,level 1
11824,Colombia,0,15.33,1,minimalist,40.44,506.1,1.77,1,2,level 2
12002,Colombia,0,14.33,1,minimalist,53.93,463.96,-0.99,0,1,level 1
16569,Colombia,0,14.25,1,minimalist,49.54,487.25,0.52,1,2,level 2
14757,Colombia,0,14.58,1,minimalist,52.52,544.72,1.39,1,2,level 2
14286,Colombia,0,13.25,1,minimalist,17.67,443.06,1.36,1,1,level 1
14491,Colombia,1,13.83,1,minimalist,44.48,560.94,0.51,0,2,level 2
12549,Colombia,0,15.83,1,minimalist,60.66,272.33,-0.28,0,0,level 0
15934,Colombia,0,14.17,1,minimalist,44.48,507.25,-1.39,0,2,level 2
15851,Colombia,0,14.42,1,minimalist,51.06,513.98,0.52,1,2,level 2
14398,Colombia,1,14.5,1,minimalist,47.94,546.64,-1.1,0,2,level 2
12513,Colombia,0,13.83,1,minimalist,38.07,482.29,-0.41,0,2,level 2
13665,Colombia,1,14.42,1,minimalist,55.3,404.29,-1.28,0,1,level 1
15143,Colombia,0,14.58,1,minimalist,59.24,361.8,-0.77,0,0,level 0
12902,Colombia,0,13.75,1,minimalist,17.67,574.42,1.03,0,3,level 3
11288,Colombia,0,13.58,3,limited,59.24,434.47,-0.66,0,1,level 1
11547,Colombia,0,14.08,1,minimalist,35.3,607.65,0.87,0,3,level 3
14471,Colombia,1,14.92,1,minimalist,51.06,561.03,-0.36,0,2,level 2
13159,Colombia,1,14.25,2,complex,51.06,412.35,1.37,1,1,level 1
13047,Colombia,0,16,1,minimalist,63.24,415.3,-0.02,1,1,level 1
15864,Colombia,0,15.67,1,minimalist,51.06,501.31,-0.18,0,2,level 2
11046,Colombia,0,15.17,1,minimalist,56.63,472.06,-0.16,0,1,level 1
15923,Colombia,1,15.17,1,minimalist,49.54,468.18,-0.52,0,1,level 1
11343,Colombia,1,13.83,1,minimalist,40.44,553.11,-0.18,0,2,level 2
14068,Colombia,1,14.5,1,minimalist,51.06,523.21,0.23,0,2,level 2
16130,Colombia,1,13.33,1,minimalist,57.94,406.15,-0.64,0,1,level 1
14064,Colombia,0,14.17,1,minimalist,47.94,591.49,-0.58,0,3,level 3
15735,Colombia,0,14.25,1,minimalist,46.26,516.08,-0.58,0,2,level 2
13974,Colombia,0,15,1,minimalist,53.93,441.04,0.31,0,1,level 1
14873,Colombia,1,16.42,1,minimalist,46.26,592.39,0.15,0,3,level 3
13878,Colombia,0,16.58,1,minimalist,52.52,499,-1.61,0,2,level 2
11149,Colombia,0,15.92,1,minimalist,61.87,383.84,1.43,0,0,level 0
14280,Colombia,0,14,1,minimalist,51.06,553.89,2.19,1,2,level 2
12033,Colombia,1,14.33,1,minimalist,63.24,412.75,-0.82,0,1,level 1
12132,Colombia,1,13.83,1,minimalist,52.52,577.84,-1.17,0,3,level 3
11217,Colombia,1,14.58,1,minimalist,53.93,484.51,-0.64,0,2,level 2
11021,Colombia,1,14.17,1,minimalist,63.24,280.66,-0.28,0,0,level 0
12219,Colombia,1,14.42,1,minimalist,35.3,576.04,-0.27,0,3,level 3
13682,Colombia,0,14.25,1,minimalist,53.93,472,-0.47,0,1,level 1
15497,Colombia,0,14.58,1,minimalist,52.52,428.54,-1.26,0,1,level 1
11088,Colombia,0,15.58,1,minimalist,55.3,298.59,-0.84,0,0,level 0
14370,Colombia,0,14.67,1,minimalist,61.87,364.91,-0.77,0,0,level 0
14379,Colombia,1,15.58,1,minimalist,59.24,326.33,-0.59,0,0,level 0
15949,Colombia,0,14.33,3,limited,35.3,522.8,1.17,1,2,level 2
11281,Colombia,1,13.67,3,limited,72.09,406.98,0.25,1,1,level 1
16194,Colombia,0,15.33,3,limited,51.06,575.71,0.5,0,3,level 3
15991,Colombia,0,14.08,1,minimalist,40.44,590.81,1.6,1,3,level 3
12792,Colombia,1,15.67,1,minimalist,60.54,300.7,-0.41,0,0,level 0
13713,Colombia,0,13.92,3,limited,47.94,368.89,0.25,0,0,level 0
16217,Colombia,1,15.75,1,minimalist,49.54,479.52,-1.34,0,2,level 2
15714,Colombia,0,14.33,2,complex,49.54,528.84,1.03,0,2,level 2
12375,Colombia,0,16.33,1,minimalist,46.26,533.54,0.05,0,2,level 2
12588,Colombia,1,13.08,3,limited,47.94,537.64,2.3,1,2,level 2
14045,Colombia,0,14.42,1,minimalist,49.54,543.73,0.62,0,2,level 2
11353,Colombia,0,15,1,minimalist,46.26,446.26,0.71,0,1,level 1
13040,Colombia,0,14.08,2,complex,42.55,424.12,0.06,0,1,level 1
13330,Colombia,0,14.83,1,minimalist,57.94,388.27,0.25,1,0,level 0
13463,Colombia,0,14.42,1,minimalist,42.55,495.06,2.03,1,2,level 2
13845,Colombia,0,14.33,3,limited,52.52,393.23,-1.28,0,0,level 0
12275,Colombia,1,13.58,1,minimalist,53.93,458.19,-0.3,0,1,level 1
11008,Colombia,0,15.67,1,minimalist,52.03,485.61,0.6,1,2,level 2
11228,Colombia,1,15.5,1,minimalist,49.54,539.54,1.79,1,2,level 2
14622,Colombia,1,13.67,1,minimalist,27.06,590.69,1.37,0,3,level 3
11336,Colombia,1,14.42,1,minimalist,51.06,448.11,-1.15,0,1,level 1
11861,Colombia,0,15.08,3,limited,44.48,507.17,0.66,0,2,level 2
12521,Colombia,0,14.08,1,minimalist,51.06,485.03,0.23,1,2,level 2
16384,Colombia,1,14.42,1,minimalist,52.52,500.89,1.01,1,2,level 2
15360,Colombia,1,14.25,1,minimalist,55.3,532.54,0.56,0,2,level 2
15423,Colombia,0,15.75,1,minimalist,51.06,468.11,-0.18,0,1,level 1
12212,Colombia,0,14.42,1,minimalist,72.89,464.34,0.2,1,1,level 1
12067,Colombia,0,15.33,1,minimalist,42.55,502.95,-0.69,0,2,level 2
15970,Colombia,1,15.83,2,complex,35.3,562.63,-0.16,0,2,level 2
14468,Colombia,0,15.58,1,minimalist,64.69,347.14,0.36,1,0,level 0
15524,Colombia,0,13.92,3,limited,55.3,438.92,1.38,1,1,level 1
14581,Colombia,0,13.67,1,minimalist,47.94,569.3,1.36,1,3,level 3
16010,Colombia,0,15.5,1,minimalist,40.44,500.17,-0.18,0,2,level 2
15499,Colombia,0,15.08,3,limited,59.24,358.17,-0.36,0,0,level 0
12799,Colombia,0,13.92,3,limited,52.52,406.86,0.77,1,1,level 1
11742,Colombia,1,13.92,1,minimalist,38.07,488.79,-0.58,0,2,level 2
15492,Colombia,1,13.17,1,minimalist,44.48,460.59,1.43,0,1,level 1
14580,Colombia,0,14.17,2,complex,49.54,612.75,-0.38,0,3,level 3
15562,Colombia,1,16.42,3,limited,40.44,513.37,0.78,0,2,level 2
15736,Colombia,1,14.17,1,minimalist,61.87,503.05,-0.96,0,2,level 2
12021,Colombia,1,14.5,1,minimalist,44.48,493.93,0.2,0,2,level 2
14926,Colombia,1,13.5,1,minimalist,57.94,453.22,-1.53,0,1,level 1
11255,Colombia,0,14.58,2,complex,47.94,601.11,1.9,1,3,level 3
11543,Colombia,0,15.33,1,minimalist,31.87,511.24,0.25,0,2,level 2
13265,Colombia,1,14.58,1,minimalist,44.48,467.9,-1.21,0,1,level 1
13749,Colombia,0,14.25,2,complex,35.3,632.98,2.22,1,3,level 3
14262,Colombia,1,16.08,1,minimalist,17.67,547.28,-0.2,0,2,level 2
14359,Colombia,1,14.42,3,limited,46.26,446.08,-0.99,0,1,level 1
13700,Colombia,0,15.5,3,limited,44.48,558.63,-0.79,0,2,level 2
12222,Colombia,1,13.67,1,minimalist,46.26,506.46,0.84,1,2,level 2
13273,Colombia,0,16.83,3,limited,59.24,454.37,-0.19,0,1,level 1
11383,Colombia,1,13.17,1,minimalist,49.54,533.49,-1.04,0,2,level 2
14315,Colombia,1,13.92,1,minimalist,57.94,382.39,1.47,1,0,level 0
12043,Colombia,0,17.08,1,minimalist,57.94,443.89,0.27,0,1,level 1
11203,Colombia,1,15.5,1,minimalist,57.94,287.96,-0.6,0,0,level 0
11581,Colombia,1,14.5,1,minimalist,63.24,405.9,0.04,1,1,level 1
15026,Colombia,0,15.25,1,minimalist,17.67,627.42,0.64,0,3,level 3
15720,Colombia,1,14.92,1,minimalist,27.06,594.49,1.81,1,3,level 3
14777,Colombia,0,14.42,1,minimalist,49.54,475.66,-0.33,0,1,level 1
16371,Colombia,1,14.17,1,minimalist,52.52,395.59,0.97,1,1,level 1
13335,Colombia,1,14.25,1,minimalist,61.87,400.06,-0.25,0,1,level 1
13851,Colombia,1,14.42,1,minimalist,47.94,523.14,-1.69,0,2,level 2
12180,Colombia,0,14.17,1,minimalist,55.3,468.22,0.73,1,1,level 1
11767,Colombia,0,13.75,1,minimalist,44.48,404.13,1.52,1,1,level 1
15042,Colombia,0,13.83,1,minimalist,44.48,664.33,0.22,0,3,level 3
13631,Colombia,1,14.25,1,minimalist,53.93,478.11,-1.28,0,1,level 1
12663,Colombia,0,13.67,1,minimalist,52.52,459.65,0.39,1,1,level 1
13651,Colombia,1,14.08,1,minimalist,63.24,440.03,1.36,1,1,level 1
16116,Colombia,0,16.42,3,limited,46.35,522.63,-0.18,0,2,level 2
11180,Colombia,0,15,1,minimalist,38.07,516.54,1.01,0,2,level 2
12333,Colombia,1,13.33,1,minimalist,49.54,467.72,-0.76,0,1,level 1
14368,Colombia,0,16.17,1,minimalist,56.63,445.49,0.08,0,1,level 1
13405,Colombia,0,14.5,3,limited,56.63,300.95,-0.72,0,0,level 0
14030,Colombia,0,19,1,minimalist,57.94,465.65,0.09,0,1,level 1
12698,Colombia,0,13.58,1,minimalist,68.06,474.58,-0.3,0,1,level 1
15663,Colombia,1,14.5,1,minimalist,47.94,474.81,0.54,0,1,level 1
12801,Colombia,0,14.33,1,minimalist,35.3,508.24,-1.22,0,2,level 2
12797,Colombia,0,17.75,3,limited,59.24,358.95,-0.95,0,0,level 0
15375,Colombia,1,13.75,1,minimalist,53.93,415.75,2.35,1,1,level 1
15156,Colombia,1,14,3,limited,35.3,536.58,-0.41,0,2,level 2
13006,Colombia,1,16.08,1,minimalist,44.48,376.28,-1.69,0,0,level 0
13228,Colombia,1,14.08,1,minimalist,53.93,468.32,0.21,0,1,level 1
13118,Colombia,0,14.17,1,minimalist,55.3,435.38,1,1,1,level 1
15164,Colombia,0,15.58,1,minimalist,56.63,408.55,0.36,1,1,level 1
11261,Colombia,1,14,1,minimalist,51.06,582.13,1.01,1,3,level 3
12785,Colombia,0,12.92,1,minimalist,38.07,568.32,-0.38,0,3,level 3
15520,Colombia,0,16.75,3,limited,45.54,393.48,0.79,1,0,level 0
10998,Colombia,1,14.75,1,minimalist,53.93,426.43,-0.96,0,1,level 1
16249,Colombia,1,13.83,3,limited,55.3,440.58,0.36,1,1,level 1
11243,Colombia,1,15.08,3,limited,44.48,541.86,2.43,1,2,level 2
11259,Colombia,1,14.33,1,minimalist,51.06,494.32,-0.87,0,2,level 2
13979,Colombia,0,13.92,1,minimalist,55.3,459.89,-0.01,0,1,level 1
15363,Colombia,1,13.83,1,minimalist,17.67,570.14,1.79,1,3,level 3
15065,Colombia,1,14.33,2,complex,31.87,630.17,1.41,1,3,level 3
11345,Colombia,1,14.25,1,minimalist,44.48,556.53,1.55,1,2,level 2
11242,Colombia,0,14.08,2,complex,42.55,615.35,1.41,1,3,level 3
16273,Colombia,1,14,1,minimalist,52.52,446.97,-0.93,0,1,level 1
15680,Colombia,1,16.17,1,minimalist,51.06,533.85,1.19,1,2,level 2
13489,Colombia,1,17.5,1,minimalist,46.26,602.55,-0.3,0,3,level 3
13404,Colombia,0,14.42,1,minimalist,70.18,341.71,1.14,1,0,level 0
15253,Colombia,1,14.42,1,minimalist,44.48,596.43,-0.25,0,3,level 3
12458,Colombia,0,16.17,2,complex,17.67,587.55,-0.21,0,3,level 3
12365,Colombia,1,14.58,1,minimalist,55.3,510.34,-0.2,0,2,level 2
12515,Colombia,1,13.75,1,minimalist,59.24,392.88,-1.01,0,0,level 0
14400,Colombia,1,15.42,1,minimalist,53.93,409.74,1.82,1,1,level 1
15992,Colombia,0,15.33,2,complex,35.3,614.17,-0.19,0,3,level 3
15450,Colombia,1,14.17,1,minimalist,35.3,529.75,-0.68,0,2,level 2
12091,Colombia,1,13.75,1,minimalist,38.07,506.34,1.17,1,2,level 2
12920,Colombia,0,13.08,2,complex,38.07,609.4,2.19,1,3,level 3
12188,Colombia,1,14.08,1,minimalist,65.45,429.26,0.79,1,1,level 1
14375,Colombia,1,17.75,1,minimalist,59.24,289.19,-0.77,0,0,level 0
11694,Colombia,1,14.08,1,minimalist,38.07,585.58,-0.08,0,3,level 3
15612,Colombia,1,17.25,1,minimalist,47.94,590.59,-0.14,0,3,level 3
11369,Colombia,0,14,2,complex,42.55,560.42,-1.22,0,2,level 2
16407,Colombia,1,13.92,1,minimalist,42.55,491,1.55,1,2,level 2
11867,Colombia,0,13.42,1,minimalist,40.44,471.22,0.13,0,1,level 1
11269,Colombia,0,14.5,2,complex,38.07,569.95,-0.3,0,3,level 3
13675,Colombia,1,13.5,3,limited,51.06,486.23,0.69,1,2,level 2
11691,Colombia,1,15.42,2,complex,47.94,434.79,-0.03,0,1,level 1
14820,Colombia,0,14.67,1,minimalist,53.93,381.15,-0.51,0,0,level 0
11797,Colombia,0,13.92,3,limited,55.3,478.77,-0.69,0,1,level 1
16314,Colombia,1,14.17,1,minimalist,47.94,530.95,0.09,1,2,level 2
13311,Colombia,1,14.5,3,limited,53.93,415.05,-1.79,0,1,level 1
13799,Colombia,0,14.83,1,minimalist,51.06,483.96,0.39,0,2,level 2
16049,Colombia,1,14,1,minimalist,38.07,551.93,0.76,1,2,level 2
16492,Colombia,0,14.25,1,minimalist,47.94,479.63,0.22,1,2,level 2
13340,Colombia,1,17.33,1,minimalist,51.06,511.16,-0.8,0,2,level 2
15559,Colombia,1,14.17,1,minimalist,49.54,575.95,-0.27,0,3,level 3
12846,Colombia,1,14.42,1,minimalist,38.07,594.97,1.63,1,3,level 3
12143,Colombia,0,13.5,2,complex,47.94,566.41,0.1,0,3,level 3
14813,Colombia,0,14.58,3,limited,59.24,268.75,0.23,1,0,level 0
12047,Colombia,0,18.25,1,minimalist,53.93,466.93,-1.41,0,1,level 1
16145,Colombia,0,15.75,1,minimalist,56.63,345.92,0.02,0,0,level 0
16343,Colombia,1,14.08,1,minimalist,49.54,367.53,0.4,NA,0,level 0
15731,Colombia,1,15.33,1,minimalist,17.67,469.25,0.25,0,1,level 1
13884,Colombia,0,15.75,1,minimalist,56.63,412.91,-1.69,0,1,level 1
14547,Colombia,0,14.25,1,minimalist,53.93,404.57,-1.28,0,1,level 1
15597,Colombia,1,14.83,1,minimalist,44.48,450.13,-0.16,0,1,level 1
13991,Colombia,1,16.25,1,minimalist,61.87,397.26,1.08,1,1,level 1
12299,Colombia,0,13.83,1,minimalist,35.3,545.78,1.01,1,2,level 2
14361,Colombia,1,15.17,1,minimalist,47.94,540.78,-0.5,0,2,level 2
16019,Colombia,1,16.08,3,limited,49.54,346.98,-0.71,0,0,level 0
13681,Colombia,1,13.75,1,minimalist,38.07,489.6,0.68,0,2,level 2
