ID;Ex01;Am01;Re01;Ne01;Ap01;Ex02;Am02;Re02;Ne02;Ap02;Ex03;Am03;Re03;Ne03;Ap03;Ex04;Am04;Re04;Ne04;Ap04;Ex05;Am05;Re05;Ne05;Ap05;Ex06;Am06;Re06;Ne06;Ap06;Ex07;Am07;Re07;Ne07;Ap07;Ex08;Am08;Re08;Ne08;Ap08;Ex09;Am09;Re09;Ne09;Ap09;Ex10;Am10;Re10;Ne10;Ap10;RSES01;RSES02;RSES03;RSES04;RSES05;RSES06;RSES07;RSES08;RSES09;RSES10
2878;3;4;2;3;4;2;4;4;2;4;4;5;4;3;3;2;4;5;2;5;3;4;4;3;5;3;2;4;2;4;3;4;4;2;5;3;4;5;2;4;3;4;4;2;4;3;4;4;2;4;7;7;7;6;7;6;6;6;7;7
2879;2;4;4;5;4;2;3;4;4;4;1;5;4;4;3;2;4;4;4;4;1;3;2;4;3;4;4;1;4;3;2;3;3;4;4;2;2;5;5;2;2;4;2;5;4;2;3;5;5;4;7;6;7;6;6;4;5;6;5;6
2880;4;4;4;2;4;3;5;3;2;3;4;5;3;1;5;2;4;5;5;5;4;5;4;1;5;5;2;4;1;5;3;5;4;1;3;2;2;5;1;1;2;2;2;1;4;2;3;5;1;5;7;7;7;4;7;7;7;7;7;7
2881;3;3;3;3;3;5;4;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;4;5;5;2;3;3;5;5;5;5;3;4;3;5;2;4;3;3;4;4;3;4;3;4;3;3;4;4;5;6;2;3;3;6;2;3;6
2882;4;4;4;4;4;5;5;4;4;1;5;5;5;5;5;2;4;5;4;1;5;2;1;4;4;4;1;4;4;1;4;5;5;3;5;2;4;5;4;1;2;4;4;2;5;5;4;4;2;5;4;5;7;3;5;3;5;4;4;7
2883;2;4;3;3;3;4;4;3;4;3;3;5;3;4;3;2;4;3;2;3;4;4;2;3;4;4;4;4;2;4;3;4;3;2;3;2;4;5;2;3;3;4;4;2;5;4;4;4;2;5;7;7;7;7;7;4;4;4;2;6
2884;3;3;4;3;4;2;3;5;2;4;3;3;4;3;4;3;3;4;2;4;3;3;3;3;4;4;3;4;3;4;2;3;4;2;3;2;3;4;2;4;2;3;4;4;4;3;3;4;2;4;7;7;6;2;5;6;6;6;6;6
2885;3;3;4;2;2;2;2;4;3;3;3;4;4;4;3;2;4;5;3;3;2;3;4;3;4;2;2;4;2;4;1;2;4;3;4;2;3;5;2;2;2;3;3;3;3;2;4;3;2;3;5;6;6;6;6;6;6;4;7;7
2886;3;4;4;4;4;3;5;3;2;4;4;5;4;3;4;2;4;5;1;4;4;5;4;4;3;4;2;5;3;4;4;5;4;2;4;2;4;4;1;3;2;4;4;3;2;4;5;3;1;3;7;7;7;7;7;5;5;6;7;7
2887;4;4;3;2;4;2;4;3;2;4;5;5;5;3;4;2;3;3;1;4;4;4;3;2;4;4;2;4;1;5;4;4;4;1;4;2;4;4;1;3;4;2;2;1;4;2;4;4;1;4;7;6;7;5;6;6;5;5;7;7
2888;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;2;4;4;4;4;4;3;3;3;2;4;4;4;4;2;4;4;4;3;2;4;4;3;3;2;3;4;3;3;4;6;6;4;6;5;4;4;5;4
2889;4;4;4;2;4;3;4;5;2;4;4;5;4;4;4;3;4;5;4;3;4;4;4;3;3;4;3;3;1;2;4;4;4;3;4;2;4;4;2;3;3;3;4;3;4;4;4;3;2;3;5;6;7;4;6;6;6;4;5;7
2890;3;2;4;5;4;3;3;5;5;3;4;4;3;4;1;4;3;5;5;3;3;2;5;4;3;3;4;5;4;2;5;3;5;5;4;3;3;5;5;3;2;2;3;5;4;5;3;5;5;3;7;5;7;6;7;4;5;4;7;7
2891;1;5;4;4;3;2;5;2;5;3;2;5;3;5;1;2;4;4;5;3;3;5;4;5;2;2;5;4;4;1;4;4;4;3;4;1;5;5;4;2;1;4;4;4;4;1;2;4;5;1;2;1;1;4;1;1;4;1;1;1
2892;2;3;3;2;4;3;3;4;2;5;4;4;3;4;3;4;3;4;2;4;4;3;4;3;3;3;2;4;3;4;3;4;3;4;4;2;3;2;3;3;3;3;4;4;2;3;3;4;3;2;5;6;6;5;5;5;6;4;5;5
2893;4;5;2;4;4;4;4;5;3;2;4;5;4;4;3;3;5;4;4;3;4;4;4;4;3;4;5;5;4;2;4;4;5;4;3;3;4;4;4;2;3;4;4;2;4;3;3;4;3;4;6;6;3;5;6;5;5;3;3;6
2894;4;5;4;1;4;2;5;5;5;1;4;5;4;5;1;1;5;5;2;1;2;5;2;1;1;3;5;5;2;4;3;5;5;2;3;1;4;5;4;1;1;5;1;1;1;4;5;1;4;1;7;7;6;1;6;5;1;7;4;7
2895;4;5;4;1;4;5;5;5;2;4;5;5;4;2;4;2;5;4;5;3;4;5;3;4;4;4;5;5;2;4;4;5;4;1;4;2;5;5;1;3;1;4;1;1;4;3;5;4;1;3;7;6;7;7;7;7;7;7;7;7
2896;4;4;4;4;3;4;4;4;4;4;4;2;3;4;4;3;4;4;4;4;4;3;2;4;3;4;4;3;3;4;2;4;3;2;4;2;4;3;2;4;2;5;2;4;5;4;4;4;2;3;7;7;3;7;6;3;3;3;3;5
2897;4;5;4;3;4;3;5;2;4;4;4;5;4;4;5;2;5;4;2;2;3;5;4;2;5;5;2;2;2;5;4;5;4;2;4;2;5;5;2;4;4;4;4;2;5;4;5;4;2;5;7;7;7;6;7;6;6;7;7;7
2898;1;3;3;2;2;3;3;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4
2899;5;4;3;2;4;4;5;2;2;2;4;5;4;4;3;4;5;4;1;3;5;3;2;3;3;4;3;4;2;4;5;5;4;2;4;3;5;4;1;1;4;5;3;1;4;4;4;5;1;3;7;7;7;7;7;6;6;7;7;7
2900;4;5;4;2;4;5;5;5;1;4;4;5;5;4;5;4;5;5;2;3;4;5;3;2;4;5;2;5;2;5;3;5;3;2;5;3;5;4;1;3;4;5;4;3;4;4;4;5;1;4;7;7;7;7;7;7;7;7;7;7
2901;3;5;3;1;3;2;5;4;2;3;4;5;4;4;3;2;5;4;2;3;4;5;5;3;3;4;3;4;1;3;3;5;4;3;4;2;4;4;2;1;2;4;2;2;4;2;4;3;1;3;7;5;6;5;3;6;6;6;6;6
2902;3;3;4;3;4;4;3;5;3;4;4;4;5;4;4;3;4;4;3;3;4;3;3;3;4;4;3;4;2;4;4;3;4;3;4;2;4;3;3;3;2;3;3;3;3;4;3;3;2;4;5;6;5;6;6;5;6;4;4;4
2903;3;2;4;3;3;3;4;2;2;3;3;5;3;4;4;3;4;3;3;3;3;2;3;3;3;3;4;3;3;4;3;4;3;3;3;1;4;4;2;2;1;3;3;2;3;2;3;4;1;3;7;7;7;5;7;6;6;6;7;7
2904;3;2;2;5;4;2;3;5;4;3;3;4;4;4;3;2;4;3;3;2;2;1;3;4;3;2;4;4;5;2;2;3;4;2;5;2;4;3;2;4;4;4;3;5;4;2;4;3;3;3;4;6;5;6;4;4;4;2;3;3
2905;4;4;3;2;2;3;4;5;3;3;2;5;4;4;2;4;4;5;3;3;4;2;4;3;3;3;3;5;2;3;4;5;5;2;4;3;4;5;2;3;2;3;3;2;4;4;4;4;2;3;6;6;7;4;6;6;6;3;7;7
2906;4;2;4;3;3;2;4;4;2;3;5;4;3;4;3;4;4;5;1;2;4;2;4;3;3;2;3;3;2;3;5;5;3;1;4;3;4;4;1;2;4;4;4;3;3;4;4;4;1;3;7;7;7;6;7;7;6;7;6;7
2907;3;3;2;1;5;2;3;4;2;4;4;5;3;2;4;3;3;5;1;3;3;3;2;2;3;3;2;5;1;4;4;3;4;2;4;3;3;5;1;3;4;3;4;2;4;4;4;3;1;3;7;7;7;5;7;6;6;7;7;7
2908;3;4;3;2;4;4;4;4;2;3;3;4;4;3;3;3;4;4;2;3;3;4;4;3;4;3;3;5;2;3;4;2;4;2;4;2;3;4;2;3;2;4;3;2;4;3;4;3;2;4;7;7;6;7;7;6;6;6;6;6
2909;3;4;4;2;3;3;3;4;2;4;3;4;4;3;4;3;4;4;2;3;3;2;3;2;4;3;3;4;2;4;3;3;3;2;4;2;4;4;2;2;2;3;3;2;4;2;4;3;2;4;7;7;7;7;6;6;6;6;6;6
2910;4;4;3;2;3;2;4;5;3;2;4;5;4;4;3;2;4;5;2;3;3;3;4;2;4;4;2;4;2;4;3;4;4;3;4;2;4;4;3;2;2;3;4;2;4;3;4;4;2;3;6;6;7;6;7;6;6;4;7;7
2911;3;2;4;2;4;4;5;5;2;4;4;5;2;1;2;4;5;5;5;4;5;5;3;1;5;5;2;5;1;5;4;5;4;2;4;3;4;5;2;4;4;3;4;2;5;4;4;5;1;5;7;7;7;7;7;7;7;7;7;7
2912;4;5;3;2;3;5;5;5;2;5;5;5;5;3;4;3;5;5;2;4;4;5;5;4;4;5;4;5;3;5;4;5;5;1;5;1;5;5;1;2;1;4;4;1;5;5;5;5;1;4;7;7;7;7;7;7;7;5;7;7
2913;4;4;4;2;4;4;4;5;1;4;4;5;4;2;4;4;4;5;1;3;4;4;3;2;4;4;2;5;1;4;4;4;5;2;4;3;4;4;1;3;4;4;4;2;4;4;4;4;1;4;6;6;7;6;7;6;6;7;7;7
2914;4;2;2;2;4;2;4;3;4;4;5;5;4;4;4;1;5;4;4;3;2;5;4;4;4;2;4;4;4;5;4;5;5;2;4;1;5;2;2;2;5;5;3;1;4;2;5;4;3;4;5;5;4;6;4;4;4;4;4;4
2915;4;5;4;4;5;5;5;2;1;2;5;5;1;5;1;5;5;2;2;2;5;5;5;5;3;4;5;5;5;5;5;4;5;2;5;1;5;5;1;1;1;4;1;5;2;4;5;5;1;1;7;7;7;7;7;7;7;7;7;7
2916;4;4;3;3;3;3;4;4;3;3;4;4;4;4;3;3;4;4;3;3;4;4;4;3;3;4;3;3;3;3;4;4;4;3;3;3;3;4;3;2;3;3;4;3;4;3;4;4;3;3;6;5;6;5;6;4;6;3;4;6
2917;4;4;4;4;4;4;4;5;4;4;4;5;5;5;1;3;5;5;3;3;5;5;4;4;3;4;4;5;5;4;4;5;4;4;4;2;4;5;3;2;2;4;3;3;4;4;5;4;3;3;6;6;6;6;6;4;5;1;4;4
2918;4;4;4;2;4;4;5;4;3;4;4;5;4;4;4;4;4;5;2;5;3;5;4;2;4;4;4;5;2;4;4;4;5;2;4;4;4;5;2;3;4;4;4;2;5;3;4;4;2;3;5;5;5;4;5;6;6;6;6;6
2919;4;4;5;1;1;3;3;5;5;3;5;5;1;5;5;3;4;5;5;5;3;5;5;5;5;3;3;3;2;4;5;1;5;1;5;1;5;5;3;1;1;1;1;1;5;3;5;1;1;5;7;7;7;7;4;4;4;1;1;1
2920;2;5;4;3;4;4;5;5;4;4;4;5;5;4;3;3;5;4;4;4;4;5;3;4;4;4;4;5;3;4;2;5;5;4;5;3;4;4;4;4;2;4;4;4;5;4;4;5;3;4;7;7;3;7;6;4;5;2;3;3
2921;3;4;3;2;3;4;4;5;2;4;5;4;3;3;3;2;5;5;1;3;3;1;4;3;3;5;3;5;2;2;5;3;5;1;4;2;5;5;1;3;3;4;4;3;4;3;5;3;1;3;7;6;7;6;7;6;7;5;7;7
2922;4;4;3;1;5;2;3;1;1;2;3;5;3;4;5;2;4;2;2;2;3;2;1;1;3;2;3;2;2;4;3;3;2;4;4;1;3;2;4;4;2;2;2;4;2;1;3;3;3;4;7;5;7;3;5;6;6;3;6;6
2923;5;5;3;2;3;3;3;4;1;4;5;5;3;2;3;5;4;4;5;3;3;4;3;2;3;4;2;4;2;4;5;5;3;2;4;3;4;4;2;2;3;4;2;2;3;4;4;2;2;4;7;7;7;7;7;7;7;7;7;7
2924;4;4;4;4;4;3;4;4;3;4;4;3;4;4;4;2;4;2;4;3;2;4;3;4;4;2;4;4;4;3;2;4;4;4;4;2;4;4;4;4;2;4;4;4;3;2;4;4;4;3;3;4;6;3;6;2;2;1;1;1
2925;4;5;2;4;4;5;5;3;4;4;4;5;5;5;5;3;5;4;3;4;4;4;3;4;4;4;5;3;5;4;5;5;3;3;4;2;5;5;3;3;3;4;2;3;4;3;4;4;2;5;7;7;5;7;7;6;7;3;7;5
2926;3;4;4;3;3;3;4;4;2;3;4;3;4;4;2;2;4;4;3;3;3;3;4;4;3;3;3;4;3;3;2;4;3;3;3;2;4;4;2;3;2;4;2;3;3;3;4;3;2;3;5;5;5;4;5;4;4;4;4;5
2927;2;3;5;4;1;4;4;1;4;4;3;5;5;4;2;2;5;4;4;2;2;4;3;4;3;4;4;2;4;4;2;4;4;4;4;3;4;4;4;1;3;4;2;4;4;2;3;4;4;4;5;6;4;6;5;4;5;3;3;3
2928;3;4;3;2;5;3;3;5;2;4;5;4;5;3;5;2;3;5;1;5;3;4;2;2;4;5;2;5;2;5;2;3;4;1;4;3;4;5;1;3;4;3;4;2;5;3;4;4;1;4;7;7;7;4;6;6;6;7;7;7
2929;3;4;3;3;5;5;4;4;2;2;4;5;4;4;4;4;4;4;2;3;4;4;2;3;3;4;3;4;3;4;4;4;2;2;4;2;4;4;1;3;2;4;2;2;3;4;4;2;1;4;6;6;2;5;7;6;5;6;6;7
2930;3;3;2;4;3;2;3;4;3;3;2;3;2;4;4;3;2;3;3;3;3;2;2;2;3;2;2;3;3;3;3;2;4;2;2;3;4;3;4;3;3;3;2;4;4;3;2;2;3;2;3;4;5;5;4;4;3;3;3;4
2931;4;4;4;4;4;3;4;4;4;2;4;3;4;4;4;2;4;3;4;2;4;4;2;4;4;2;4;2;4;4;3;4;4;3;4;2;4;4;4;3;1;4;3;4;4;3;4;4;4;4;4;6;3;5;4;3;3;1;2;3
2932;4;4;4;3;4;4;5;2;3;3;4;4;3;2;5;4;4;4;4;4;4;4;4;2;4;4;4;3;2;4;3;4;4;2;4;3;4;4;3;4;4;4;4;3;4;4;4;4;2;5;7;7;5;6;6;6;6;6;6;6
2933;3;4;4;4;3;4;4;3;3;2;3;5;3;4;4;3;4;5;3;3;3;4;3;4;3;4;3;4;4;4;2;4;4;3;4;3;4;4;3;2;3;4;3;3;4;2;4;2;3;3;6;5;6;5;6;5;5;3;5;6
2934;4;5;5;3;5;5;5;5;3;5;2;5;5;4;5;1;5;5;4;5;4;5;1;1;4;5;4;5;1;1;1;5;5;2;5;1;5;5;2;5;1;5;5;1;5;1;5;5;1;5;7;7;1;7;7;7;7;1;7;7
2935;4;4;4;3;4;4;4;3;2;4;3;3;3;4;5;4;4;4;2;4;4;4;3;4;3;4;4;4;3;5;4;4;4;2;4;2;3;3;3;3;3;4;4;4;3;4;3;2;2;4;5;5;4;4;5;5;6;6;6;6
2936;3;4;4;1;3;2;4;5;2;3;4;4;5;5;4;1;4;4;4;3;3;4;3;4;4;3;4;5;1;2;3;3;5;3;4;1;4;5;3;3;3;4;3;3;4;2;5;3;3;4;7;6;6;6;7;6;6;4;2;4
2937;4;3;4;2;3;4;4;4;2;3;3;4;4;3;4;3;4;4;4;3;2;4;4;4;3;4;4;4;3;3;4;4;4;3;3;2;4;3;1;3;4;3;4;3;4;4;3;1;3;3;6;5;5;4;3;4;5;3;4;5
2938;4;4;4;3;4;3;5;4;2;2;5;4;4;4;4;4;4;4;2;2;4;3;4;4;4;3;4;3;3;3;4;4;4;3;4;3;4;5;2;2;3;4;4;3;4;3;4;4;2;4;6;6;7;7;7;7;6;5;5;7
2939;4;2;3;2;4;4;4;5;2;4;4;4;4;3;4;3;4;4;2;4;3;4;2;2;3;4;3;2;2;2;3;4;4;2;3;2;4;4;2;3;4;3;2;2;4;4;3;4;2;4;6;7;7;5;7;6;6;7;6;7
2940;3;5;4;3;5;5;5;3;2;5;4;5;5;4;4;3;5;5;2;5;4;5;5;3;4;5;4;5;3;5;3;5;5;2;5;3;5;5;2;5;3;5;5;3;5;5;4;4;3;5;7;7;7;7;7;6;7;7;7;7
2941;3;5;4;2;4;3;1;4;2;4;5;4;4;3;4;3;4;3;2;4;3;5;3;3;4;4;4;4;2;4;3;5;2;3;4;3;4;4;3;3;3;4;3;3;4;3;4;4;2;3;6;6;6;6;6;6;6;6;6;6
2942;3;4;3;4;3;2;4;5;3;4;3;5;5;4;3;2;4;3;4;4;2;4;2;3;4;2;4;4;2;3;2;4;5;3;4;2;4;3;2;3;2;4;3;2;3;1;4;3;3;3;5;7;5;5;4;3;4;3;3;5
2943;3;4;4;4;3;3;4;4;2;3;4;5;4;4;3;3;4;3;3;3;3;2;4;4;3;3;4;4;3;3;4;3;4;3;4;3;3;4;3;3;3;4;4;3;4;3;4;4;3;3;5;5;4;5;4;5;5;3;3;5
2944;4;4;3;3;4;4;4;5;2;3;5;5;4;2;4;4;4;4;1;3;4;4;2;2;3;4;4;4;2;4;5;4;4;2;4;3;4;4;2;3;4;4;3;2;4;4;4;4;2;3;6;5;6;5;6;5;6;4;7;7
2945;4;4;3;1;4;5;5;5;2;5;4;4;3;4;3;2;3;3;3;3;4;4;3;3;3;3;3;3;3;3;4;4;2;2;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4
2946;2;3;4;2;4;1;3;5;3;3;3;5;4;3;5;1;4;4;3;2;2;3;2;2;3;2;3;5;2;5;1;2;2;2;3;1;4;5;1;2;2;4;2;2;4;2;3;2;1;2;7;7;7;7;7;3;1;1;1;5
2947;2;5;3;1;4;2;5;4;2;1;3;5;5;5;2;2;5;5;2;1;3;5;3;3;2;2;4;2;3;4;1;5;3;3;2;1;5;5;3;1;1;5;3;1;5;1;5;2;3;2;4;4;5;4;5;4;6;4;5;7
2948;4;4;3;4;2;5;4;4;3;3;5;4;4;4;4;3;4;4;4;3;4;5;4;4;3;4;2;4;3;4;4;4;5;2;4;3;4;4;2;2;2;4;4;3;4;2;4;2;3;4;7;7;4;5;4;3;4;5;3;3
2949;1;1;5;4;5;5;5;5;3;3;2;5;5;5;5;1;5;5;4;3;5;5;4;5;5;5;5;1;3;5;5;5;5;1;2;1;5;5;1;5;1;5;3;1;5;5;5;5;1;5;7;7;7;7;7;7;7;7;7;7
2950;5;4;3;2;3;4;4;3;3;4;4;3;3;4;3;4;3;4;2;4;4;3;4;3;3;4;2;3;2;3;4;3;4;2;3;3;4;4;2;3;2;3;4;3;4;3;4;2;2;3;7;6;5;4;5;5;5;5;5;5
2951;2;3;4;2;5;2;3;2;2;3;3;4;4;3;3;2;4;4;2;2;2;3;2;3;2;2;2;4;2;3;3;3;4;2;3;2;3;4;1;3;2;3;3;2;4;2;3;3;1;3;7;6;4;6;3;5;6;6;6;6
2952;3;4;5;5;3;4;5;4;4;4;4;5;5;5;5;2;5;4;3;5;3;5;4;5;3;4;5;4;5;5;4;5;3;2;3;3;4;1;2;2;3;4;4;4;4;3;4;2;1;4;7;7;3;6;6;4;6;1;2;6
2953;3;5;3;4;1;2;4;5;4;2;3;5;2;4;4;2;4;4;2;2;2;4;4;4;4;4;3;4;4;3;2;4;4;2;3;2;4;4;2;1;3;4;2;4;4;4;4;4;1;4;7;7;7;7;4;5;5;6;4;7
2954;3;2;3;2;4;4;4;5;2;3;4;5;4;3;3;3;4;5;4;3;4;4;4;2;4;4;3;4;2;4;3;5;4;2;4;2;4;5;4;3;2;4;4;2;4;3;4;4;1;4;7;6;7;4;6;6;6;7;7;7
2955;4;5;3;5;3;2;4;4;3;1;3;4;4;5;4;2;5;4;4;1;2;2;4;4;4;3;3;4;5;2;2;2;4;4;4;2;4;5;4;2;2;4;4;4;4;2;4;4;4;4;6;6;5;5;3;3;3;5;5;5
2956;4;4;4;1;3;4;4;3;2;2;4;5;3;2;4;3;4;4;1;2;4;5;2;2;4;4;3;2;2;4;4;4;3;3;4;3;4;3;2;1;3;4;3;2;3;3;4;2;1;4;4;6;6;5;6;6;6;6;6;6
2957;3;5;4;3;3;4;5;5;2;4;3;5;4;4;2;4;4;5;4;3;4;4;5;2;4;2;3;5;2;5;4;5;5;2;4;3;4;5;2;1;2;4;3;4;4;3;4;3;2;3;7;7;7;7;5;6;6;7;7;2
2958;4;5;3;4;4;4;5;3;3;3;3;5;4;4;3;3;4;4;3;3;3;4;3;2;3;4;4;4;3;3;3;5;4;2;3;1;5;3;1;3;3;4;4;3;4;3;3;4;1;3;7;6;7;6;7;6;7;7;7;7
2959;4;5;3;1;3;2;4;4;2;3;5;3;4;3;3;3;4;3;3;3;3;4;2;3;3;4;3;4;1;3;4;4;3;4;3;2;3;3;4;2;2;3;2;2;2;2;4;3;3;3;6;5;6;4;7;5;4;6;5;3
2960;3;4;3;2;4;2;4;4;2;3;4;4;3;3;3;2;4;4;4;3;3;4;4;2;3;3;3;4;2;3;4;4;4;3;4;2;4;4;3;2;2;4;3;3;4;2;4;4;3;3;3;4;5;5;6;6;6;6;6;6
2961;2;3;4;2;3;2;4;5;2;1;4;4;3;2;4;2;4;5;2;1;3;4;4;2;3;3;4;5;2;2;2;3;5;2;4;2;4;3;1;2;2;4;4;3;4;2;3;4;1;3;6;6;7;6;6;6;6;6;7;7
2962;3;4;3;2;2;2;3;4;3;3;4;4;3;3;3;3;3;4;4;4;2;2;3;4;3;4;2;4;2;4;4;4;4;2;3;3;3;3;3;3;2;3;2;2;3;3;3;4;2;2;5;5;5;4;6;5;4;4;5;5
2963;4;1;4;3;3;5;5;3;2;3;4;4;3;4;4;3;5;4;2;3;3;4;3;3;4;4;3;4;1;3;4;5;3;2;5;3;5;5;1;1;3;5;3;3;5;4;4;5;1;4;7;7;7;7;7;7;7;7;7;7
2964;4;4;3;2;3;2;4;5;3;2;4;3;5;3;4;2;4;3;2;2;4;4;2;2;3;5;5;4;2;4;3;4;5;3;4;1;4;5;3;2;1;4;4;2;4;3;4;4;2;3;6;7;7;7;7;6;6;6;7;7
2965;4;4;2;4;2;4;4;3;4;2;4;4;4;4;3;4;5;3;3;3;4;4;2;4;4;4;4;1;4;4;4;4;5;4;3;3;4;4;4;1;3;5;2;4;2;2;4;4;2;3;7;7;6;5;6;6;4;4;4;6
2966;3;3;3;4;2;5;4;5;4;2;3;3;4;4;4;3;3;4;3;2;4;3;2;4;3;4;2;3;4;3;2;3;3;3;3;4;3;3;3;3;3;4;3;3;4;3;2;3;3;3;7;7;7;4;7;4;4;7;7;7
2967;4;4;4;2;4;4;5;5;1;4;4;5;5;4;4;4;5;4;3;3;4;5;3;1;4;5;3;5;1;5;3;5;4;1;4;3;4;5;1;3;3;4;4;2;5;3;4;4;1;4;7;7;7;6;7;7;7;7;7;6
2968;5;5;5;1;4;2;4;5;1;2;4;5;4;2;3;2;5;5;1;3;3;3;3;3;3;3;2;5;1;5;2;3;5;4;3;1;4;5;2;1;1;3;3;1;5;1;3;5;1;3;1;7;7;4;7;7;7;7;7;7
2969;4;4;3;3;5;2;3;5;2;3;3;5;4;4;5;3;2;5;4;5;3;3;4;2;3;4;2;5;1;5;3;4;5;4;5;1;5;3;2;2;2;3;3;3;4;2;4;3;2;3;5;4;2;6;4;3;3;6;7;7
2970;4;4;4;2;3;4;4;5;1;4;3;5;4;3;3;2;4;5;1;3;4;4;4;1;4;4;3;5;1;4;3;4;4;1;4;3;4;5;1;3;4;5;3;2;4;3;4;4;1;4;7;7;7;7;7;6;6;6;7;7
2971;4;3;4;2;2;3;2;3;1;3;3;3;4;2;4;3;2;4;2;3;3;2;3;2;4;3;2;3;2;2;3;4;3;3;4;3;2;3;2;2;3;2;3;2;2;3;2;3;2;4;7;7;6;7;6;7;5;7;7;7
2972;4;4;4;2;3;2;3;3;2;3;4;3;4;5;3;3;4;4;3;2;3;2;4;4;3;3;3;2;2;4;3;3;4;4;3;3;4;4;3;2;3;4;3;4;3;3;4;4;2;3;6;6;6;6;5;6;6;3;6;7
2973;4;4;4;1;4;4;4;5;2;4;5;5;4;2;4;4;4;5;2;4;4;4;4;2;4;4;2;4;2;4;4;4;4;2;4;2;4;4;2;3;4;4;4;2;4;4;4;4;2;2;5;5;3;5;5;5;5;5;6;6
2974;2;5;4;4;5;2;5;2;3;4;4;5;4;4;4;2;4;4;3;5;2;4;2;4;3;3;3;2;4;5;2;4;2;4;4;2;4;4;4;3;2;4;2;3;4;1;4;3;3;4;4;5;6;3;6;3;3;6;6;6
2975;4;3;4;3;4;3;3;5;3;4;4;3;4;3;2;3;3;5;4;4;4;3;3;2;4;4;2;5;2;4;4;3;4;2;4;4;3;4;2;3;2;2;4;2;3;4;4;4;2;4;3;5;7;5;7;6;6;6;7;7
2976;3;4;4;1;4;3;3;4;2;3;4;5;4;3;3;4;3;5;5;3;4;4;4;2;4;4;2;3;2;4;3;4;4;2;4;3;4;4;1;3;4;2;4;2;2;4;4;4;1;4;7;6;7;7;7;7;7;7;7;7
2977;5;4;3;3;4;4;4;2;2;2;4;2;4;4;5;3;4;2;2;4;5;4;2;2;5;4;4;2;2;5;5;4;4;4;4;4;5;3;4;2;4;5;2;2;3;4;5;2;3;5;6;7;2;7;7;6;6;5;4;4
2978;3;5;4;2;4;2;4;3;2;5;4;5;3;3;4;3;4;5;3;3;3;4;3;2;4;3;3;2;1;5;4;5;4;2;4;1;5;5;1;3;1;5;4;2;4;4;2;4;1;3;7;7;7;7;7;7;6;2;7;7
2979;3;5;4;3;4;4;5;2;2;2;5;5;3;3;3;3;4;4;2;2;4;4;2;2;3;4;5;3;2;2;4;5;3;2;3;3;4;3;2;3;3;4;3;2;3;4;4;4;2;3;7;6;7;5;6;7;6;7;7;7
2980;2;3;3;4;3;1;3;4;3;4;2;3;4;4;4;2;3;4;4;3;2;4;2;3;3;4;4;2;3;4;1;4;3;2;4;3;2;4;2;3;4;3;3;3;2;2;3;3;3;3;6;6;4;4;5;4;5;3;6;7
2981;4;4;3;4;3;4;4;2;2;2;4;3;3;4;4;3;4;3;4;3;4;3;2;4;4;3;4;4;4;4;4;4;4;3;4;2;4;4;3;2;3;4;2;3;4;2;4;2;3;3;5;5;5;6;6;5;5;2;5;6
2982;4;4;3;4;5;4;5;4;4;5;4;5;3;4;2;3;5;4;4;5;3;4;4;4;4;4;4;4;4;3;3;4;5;2;5;3;4;4;3;3;4;5;2;1;2;4;4;3;4;3;5;6;6;6;6;5;5;1;6;6
2983;4;4;3;3;3;5;4;3;3;3;4;3;3;4;2;2;4;3;3;4;3;3;3;4;2;4;4;3;3;3;3;4;4;3;3;4;3;4;2;2;2;3;3;2;3;4;3;2;1;3;5;6;6;4;4;4;5;4;7;7
2984;4;4;4;2;2;3;4;2;1;4;5;2;2;3;3;4;4;3;2;3;5;4;2;4;3;4;2;2;2;4;5;4;2;2;4;2;4;4;2;2;4;4;2;3;3;4;4;3;2;4;6;6;7;6;7;5;5;6;6;6
2985;4;5;5;5;4;4;5;2;3;4;5;4;3;4;4;5;5;2;3;5;4;4;4;4;4;5;5;2;4;5;5;5;3;2;5;4;4;5;2;4;4;4;5;3;4;5;5;5;3;5;7;7;7;7;7;6;6;5;6;6
2986;3;2;5;2;4;4;4;3;2;4;4;4;4;4;4;4;4;4;3;3;3;4;4;3;3;4;4;3;2;2;3;4;4;2;4;2;4;4;4;4;3;4;4;2;4;4;4;4;2;4;7;6;3;6;6;6;6;2;4;6
2987;3;3;3;2;4;2;4;3;2;3;4;4;4;2;4;2;3;4;2;3;3;3;3;3;3;3;2;4;2;4;4;3;4;3;3;2;4;4;2;2;2;3;2;2;3;4;4;4;2;2;5;5;6;5;6;5;5;6;6;6
2988;4;4;5;2;4;3;4;4;3;4;4;4;4;4;3;3;4;5;3;4;4;4;3;2;4;4;2;4;1;5;5;4;5;3;5;3;4;5;3;2;4;4;4;2;4;4;4;5;2;4;6;6;6;6;7;5;6;7;7;7
