ID;Ex01;Am01;Re01;Ne01;Ap01;Ex02;Am02;Re02;Ne02;Ap02;Ex03;Am03;Re03;Ne03;Ap03;Ex04;Am04;Re04;Ne04;Ap04;Ex05;Am05;Re05;Ne05;Ap05;Ex06;Am06;Re06;Ne06;Ap06;Ex07;Am07;Re07;Ne07;Ap07;Ex08;Am08;Re08;Ne08;Ap08;Ex09;Am09;Re09;Ne09;Ap09;Ex10;Am10;Re10;Ne10;Ap10;RSES01;RSES02;RSES03;RSES04;RSES05;RSES06;RSES07;RSES08;RSES09;RSES10
5919;4;5;1;3;4;5;5;5;2;4;4;5;2;3;2;4;3;5;4;4;3;4;2;2;2;5;4;5;1;5;4;5;4;2;3;2;4;5;1;1;5;3;2;2;3;4;4;4;2;2;6;6;6;2;7;6;6;6;7;7
5920;4;3;3;4;2;3;4;4;4;3;3;5;4;5;2;3;4;4;5;2;4;4;4;4;3;3;2;5;4;3;4;4;4;1;4;2;4;1;1;2;3;4;3;2;4;2;4;4;1;4;7;6;2;5;2;6;7;4;7;7
5921;4;5;4;2;4;4;5;5;3;5;4;5;4;4;4;4;5;5;2;5;5;5;5;2;4;5;4;5;1;5;5;5;5;1;4;5;5;5;1;1;2;5;5;1;4;5;4;5;1;4;7;6;7;7;7;7;6;7;7;7
5922;4;5;3;3;4;4;5;4;2;3;4;5;4;3;4;4;4;5;1;3;5;5;3;1;4;5;3;4;1;5;5;5;3;2;4;3;4;4;1;2;4;4;2;2;3;4;4;3;1;4;7;7;7;6;6;6;6;6;7;7
5923;3;5;4;5;4;4;5;5;4;3;4;5;5;5;3;3;5;4;4;3;3;5;4;4;3;4;3;4;3;3;4;5;4;3;2;3;5;4;3;3;4;4;4;4;5;2;4;5;3;4;3;5;2;6;6;3;4;1;5;3
5924;3;5;3;2;4;3;5;2;3;4;3;4;3;4;3;3;4;4;3;4;4;5;2;3;4;3;3;3;2;3;3;5;3;3;4;3;4;3;2;3;2;4;3;3;4;3;4;3;2;3;5;6;4;6;6;4;5;4;6;6
5925;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6
5926;4;5;4;3;2;3;4;5;4;3;3;3;4;5;4;3;4;4;4;3;4;5;5;4;3;3;5;4;4;2;4;4;5;4;3;2;4;5;3;1;3;4;5;4;4;2;4;5;4;3;7;7;5;7;7;3;4;5;2;1
5927;3;4;4;4;4;2;3;4;2;4;4;4;3;3;2;3;3;5;2;3;3;4;4;3;3;3;1;2;1;3;2;3;2;3;4;2;3;3;1;1;4;2;2;4;3;3;3;4;1;2;6;6;7;5;7;5;5;4;7;7
5928;3;4;3;3;3;3;4;4;3;3;4;4;3;4;3;3;4;3;3;3;3;4;3;4;3;4;4;5;4;3;4;4;5;4;3;2;4;3;4;2;2;3;3;3;3;4;3;3;3;3;4;4;4;5;5;3;4;3;3;4
5929;4;4;4;2;4;4;4;2;2;4;4;4;4;4;4;2;4;3;2;4;4;4;4;2;3;4;4;2;3;4;4;4;3;3;4;4;4;4;3;3;2;4;3;3;4;3;4;4;2;4;5;6;6;6;7;5;6;4;6;6
5930;2;5;4;3;4;3;5;2;3;4;2;4;4;4;3;1;5;4;4;5;3;5;4;3;4;4;4;2;3;4;5;5;3;4;4;1;4;5;3;5;1;4;4;3;4;1;3;4;3;4;4;5;4;4;5;3;4;3;4;4
5931;2;2;3;4;5;4;4;1;3;2;3;4;4;5;5;1;5;2;4;4;5;5;1;3;4;3;4;3;4;5;2;4;4;5;5;1;4;2;5;5;3;5;4;3;4;3;4;3;4;4;4;5;2;4;4;5;4;2;1;1
5932;4;1;3;5;3;3;5;4;3;3;3;5;4;5;4;3;5;5;4;3;3;5;4;5;4;4;3;4;4;3;4;5;5;3;4;3;4;5;2;3;4;5;4;4;4;3;4;4;3;4;7;7;7;7;7;7;6;2;7;7
5933;4;2;3;2;2;5;3;1;1;2;4;4;4;3;5;5;3;4;4;2;5;3;4;3;3;4;3;1;3;4;4;3;2;4;3;4;3;2;3;1;5;4;1;5;3;2;4;4;2;3;4;4;4;4;3;5;5;6;4;6
5934;4;5;4;3;4;4;5;5;4;5;4;4;5;5;5;1;2;4;5;3;2;5;5;3;3;4;4;3;4;5;2;4;5;5;5;5;4;3;4;4;1;4;4;3;4;2;5;5;4;4;7;6;2;6;6;5;5;1;3;2
5935;3;3;4;2;3;1;2;5;3;5;3;5;4;5;3;1;5;5;5;3;1;3;3;3;3;3;2;3;3;3;3;5;5;3;4;1;5;3;4;1;1;3;1;3;3;1;3;2;3;3;5;3;4;4;4;4;4;3;4;4
5936;4;4;3;2;4;4;1;4;2;3;4;5;2;3;3;4;4;4;2;3;4;3;3;4;3;2;3;4;4;3;4;4;4;2;4;2;4;5;5;3;3;4;3;2;4;4;4;4;1;3;7;7;7;7;6;7;7;7;7;7
5937;4;4;4;1;5;4;5;2;3;5;5;5;4;4;3;4;4;5;1;3;4;5;3;2;4;4;1;4;1;4;3;4;5;1;5;2;4;5;1;4;4;4;5;1;3;4;4;5;1;3;7;7;7;5;7;7;6;6;7;7
5938;3;4;4;1;5;2;4;4;4;4;2;5;4;4;4;2;4;4;2;3;2;4;2;1;4;2;2;5;1;2;2;4;4;1;4;1;4;4;2;2;2;4;4;4;3;2;4;4;2;4;6;6;3;3;2;6;6;3;6;6
5939;4;5;3;4;4;4;5;4;3;2;4;4;4;4;4;4;4;4;4;3;4;4;3;4;3;4;4;4;4;2;4;4;5;4;4;3;4;4;4;3;3;4;4;4;4;4;4;4;3;4;5;5;4;5;4;4;5;2;3;3
5940;3;5;2;2;3;4;5;5;2;2;4;5;5;5;5;3;5;5;1;3;3;5;2;5;4;3;4;2;3;3;3;5;5;1;4;1;5;4;1;1;1;5;4;3;4;4;5;5;1;4;7;7;6;7;7;6;7;6;6;6
5941;3;4;4;3;3;3;4;4;2;4;4;4;4;4;3;4;4;4;3;4;3;3;4;3;3;3;4;4;3;2;4;4;4;2;4;3;4;4;2;2;4;4;4;2;4;3;4;4;2;4;6;6;5;6;6;6;6;6;5;6
5942;3;4;4;2;2;2;3;4;2;4;3;4;3;4;3;3;4;3;2;3;4;4;4;3;2;3;3;4;2;2;4;4;4;3;2;3;3;4;3;2;3;2;4;3;4;3;2;2;2;2;4;6;4;6;2;5;4;7;7;7
5943;5;4;3;2;3;5;5;3;3;4;4;4;3;3;3;4;3;4;3;5;4;4;3;3;4;5;3;3;2;2;3;4;4;1;3;3;3;3;1;3;5;4;3;1;4;4;3;3;2;4;5;4;4;5;5;4;3;4;4;3
5944;2;4;3;2;4;3;4;4;2;3;4;4;4;4;2;3;4;5;2;3;3;4;3;2;3;4;2;4;1;4;2;4;4;2;4;2;3;4;1;4;2;4;3;3;4;3;4;4;2;2;7;7;7;7;7;7;6;6;7;7
5945;4;5;3;1;4;4;4;4;2;3;4;4;4;3;2;3;4;4;2;3;3;4;4;2;3;3;2;4;1;4;4;4;4;2;4;4;4;4;2;1;3;4;4;2;4;4;4;5;2;4;5;5;6;5;6;5;6;4;6;6
5946;3;2;4;2;4;3;2;4;2;3;2;3;4;3;1;3;2;4;2;2;2;3;3;2;4;3;2;4;2;4;2;2;4;3;4;2;2;4;2;2;2;2;4;2;4;2;3;3;2;3;5;6;6;5;6;5;5;7;6;6
5947;4;5;2;3;4;4;5;3;2;5;4;4;3;4;4;4;4;4;1;5;4;4;3;2;3;4;5;4;2;5;3;4;2;1;4;3;4;4;1;3;4;4;3;2;3;4;4;4;1;3;6;6;7;6;6;6;6;6;7;7
5948;4;4;4;4;5;2;4;2;2;2;4;4;3;3;3;3;4;3;3;2;3;4;2;3;5;4;4;3;4;4;3;4;4;3;3;4;4;4;2;5;5;3;4;4;4;3;3;4;3;4;7;7;6;6;7;7;7;6;6;6
5949;2;2;3;2;3;2;4;3;2;4;4;5;4;3;4;2;4;5;4;3;4;4;3;2;4;2;2;4;2;4;4;4;4;2;4;2;4;4;2;2;2;4;4;2;4;3;4;4;2;4;6;6;6;6;6;6;6;6;6;6
5950;5;4;4;2;4;4;4;3;2;4;4;4;4;5;5;4;4;3;5;4;4;4;3;4;3;4;4;3;2;4;4;3;3;2;4;3;4;4;4;3;3;4;3;5;4;4;4;4;4;4;6;5;3;6;2;4;4;4;1;1
5951;3;4;3;3;4;3;4;4;3;4;3;4;4;4;4;3;4;4;3;4;4;4;4;3;3;3;3;4;2;4;3;4;3;2;4;2;4;4;2;3;3;4;4;2;4;3;4;4;3;4;6;6;4;2;3;5;4;5;4;5
5952;2;4;3;2;4;2;4;3;2;4;4;4;4;4;2;2;4;4;2;4;4;4;2;2;4;4;2;2;2;4;4;4;4;2;4;2;4;4;2;2;2;4;4;2;4;2;4;4;2;4;7;7;7;7;7;7;7;7;7;7
5953;4;4;4;3;5;4;5;4;3;4;3;5;3;3;4;4;4;4;2;4;4;4;2;3;4;4;3;4;2;4;4;4;3;2;4;3;4;4;2;3;3;4;3;3;4;3;4;4;2;4;5;5;4;4;5;4;4;4;5;5
5954;3;5;4;2;5;3;5;4;2;5;5;5;5;3;4;3;4;4;4;5;3;4;3;2;4;4;3;5;1;5;3;4;4;1;5;2;4;4;1;5;3;4;4;2;5;4;3;4;1;5;7;7;6;6;6;4;7;7;6;7
5955;2;2;4;2;4;3;5;4;2;5;4;4;5;3;4;3;4;4;3;4;4;4;3;2;4;4;2;5;1;5;4;4;4;3;4;2;4;4;3;2;2;4;4;2;4;4;4;4;2;4;4;6;6;4;6;6;5;6;2;2
5956;5;2;4;1;5;5;4;5;2;4;5;3;4;2;4;4;4;5;5;3;4;4;2;1;3;5;2;4;1;4;4;4;4;2;4;3;4;4;2;3;4;3;2;2;4;4;4;4;2;4;7;7;7;7;7;7;7;7;7;7
5957;3;2;2;4;3;3;4;3;3;3;4;3;4;4;3;3;3;2;3;4;4;3;2;4;3;3;2;2;3;3;3;3;2;3;2;3;3;3;4;3;3;3;2;3;4;3;3;4;3;4;5;5;3;4;3;5;5;4;4;3
5958;4;4;3;2;4;4;5;5;1;4;4;4;4;3;2;4;4;4;2;3;3;4;2;3;4;4;4;5;2;4;3;4;4;2;4;4;4;4;3;2;4;4;3;2;4;4;4;2;2;4;7;7;6;7;7;7;7;7;7;7
5959;3;2;3;4;3;2;4;4;4;3;4;4;4;4;3;3;3;4;4;3;4;4;3;4;3;3;4;4;2;3;4;4;3;4;4;2;3;3;4;2;3;3;3;2;4;4;3;4;3;3;7;7;7;5;5;5;4;4;3;5
5960;4;5;2;3;4;4;5;2;2;4;4;4;5;4;4;3;4;4;3;4;4;5;2;3;3;4;4;4;2;4;4;2;3;3;4;3;5;5;3;4;3;4;2;2;4;4;4;3;2;3;7;6;7;7;6;6;6;7;7;7
5961;4;1;5;1;4;4;5;5;2;4;5;1;5;5;3;4;4;5;1;3;4;4;5;1;4;4;1;5;1;5;4;5;5;1;4;1;5;5;1;3;3;4;4;1;5;4;5;5;1;4;7;6;7;6;7;7;7;7;7;7
5962;4;4;4;3;3;4;4;3;3;3;4;4;4;4;4;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;4;4;2;2;3;4;4;2;4;4;4;4;3;4;5;5;6;4;6;4;5;5;4;5
5963;4;4;3;2;5;3;4;5;4;3;5;4;4;3;4;2;5;5;1;3;5;4;3;2;3;4;3;5;2;4;5;5;4;3;5;1;5;4;3;3;3;4;3;2;3;3;4;3;2;3;6;6;6;4;6;5;6;4;6;6
5964;4;4;4;1;5;4;4;4;2;5;3;5;4;2;4;3;4;5;1;4;3;5;3;2;4;4;3;4;2;4;3;4;3;2;4;2;4;5;1;2;3;4;4;2;4;3;4;4;1;3;6;6;6;6;6;6;5;6;6;7
5965;3;5;3;1;4;5;4;5;2;5;4;5;4;3;4;4;4;5;2;5;4;4;4;1;3;5;3;4;1;5;4;5;4;2;4;1;4;5;1;2;3;4;2;1;4;5;4;2;1;3;6;6;7;6;7;6;6;7;7;7
5966;4;5;4;2;4;4;5;4;2;2;4;4;4;4;2;2;5;4;2;2;4;1;5;5;2;4;2;4;2;4;4;5;5;1;4;2;4;5;1;2;2;4;4;4;4;4;4;4;1;2;6;5;6;4;4;5;5;6;6;7
5967;3;3;4;2;4;2;4;2;2;5;4;4;4;4;5;2;4;3;2;4;4;3;3;2;4;3;2;2;2;4;3;4;2;3;5;2;4;4;2;3;3;3;2;2;4;3;3;4;2;4;6;6;6;6;6;6;6;6;6;6
5968;3;2;4;3;4;4;4;5;3;4;4;5;4;4;4;4;4;4;3;3;4;2;4;3;4;4;2;5;3;3;4;4;5;3;5;2;5;5;1;1;3;4;4;3;4;5;5;5;1;5;7;7;6;5;4;7;4;3;3;7
5969;4;5;3;3;3;5;5;3;3;3;3;4;3;3;2;4;4;4;2;3;3;5;2;2;3;3;3;3;2;2;3;5;4;3;4;1;4;4;4;2;1;4;3;5;3;2;3;2;1;3;6;5;7;6;6;6;6;6;7;7
5970;3;4;3;2;3;3;4;1;2;3;4;4;4;4;3;4;4;4;2;3;4;2;4;2;5;4;3;5;2;4;4;5;5;2;4;5;3;5;3;2;4;4;2;2;3;5;4;3;2;4;6;6;6;6;7;6;6;7;7;7
5971;4;3;2;4;4;4;3;4;2;4;4;4;4;4;4;3;4;4;2;3;4;4;2;2;4;4;2;4;2;4;4;3;4;1;5;2;3;3;1;4;2;4;3;3;4;3;4;4;2;3;5;6;6;6;6;6;6;6;5;6
5972;1;1;2;4;1;1;5;5;3;3;4;5;4;5;1;1;5;3;4;3;2;4;2;4;1;2;3;4;4;1;1;4;4;4;3;1;4;3;2;3;1;3;3;4;3;1;3;2;4;1;5;5;7;6;7;4;5;3;2;3
5973;4;4;3;4;5;2;4;2;2;4;4;3;4;4;4;2;4;3;4;4;3;4;3;2;4;3;4;2;3;5;4;4;3;3;4;2;3;4;3;3;2;4;2;3;3;2;3;4;3;4;7;7;4;6;7;5;5;3;6;4
5974;3;4;2;2;4;3;4;3;2;4;4;3;2;3;5;3;3;4;2;4;4;4;2;4;4;3;2;2;2;4;4;3;2;2;4;3;4;3;2;4;5;3;2;3;4;4;3;4;2;4;7;6;6;6;6;6;7;2;5;5
5975;3;5;3;2;2;3;4;4;3;3;2;3;2;4;3;2;4;4;4;4;3;4;1;3;3;3;4;3;2;3;2;4;3;3;3;3;4;4;4;2;1;3;2;3;4;2;3;2;3;3;6;6;5;2;7;6;6;6;6;6
5976;4;4;3;4;4;4;4;2;3;4;4;2;4;4;5;4;4;3;2;3;4;3;2;3;4;3;4;3;4;4;2;4;3;3;4;4;2;2;3;3;4;4;2;4;3;4;4;4;2;5;6;6;3;5;6;5;6;6;4;6
5977;3;5;3;3;3;2;4;3;3;4;3;4;4;3;4;3;4;4;4;4;3;4;3;3;4;4;4;3;4;4;2;4;3;3;4;3;4;4;3;3;3;4;4;3;4;2;4;3;3;4;6;5;4;5;4;3;3;3;3;3
5978;3;3;4;3;3;3;3;3;3;3;4;4;3;3;3;3;4;4;3;3;3;3;3;2;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;2;2;3;3;3;3;2;3;3;3;3;7;6;6;7;1;6;5;1;3;3
5979;2;4;3;4;3;2;3;5;2;2;3;5;3;3;2;2;3;5;3;1;2;3;5;4;3;2;5;5;4;3;1;3;5;4;4;1;5;5;3;1;1;3;2;4;5;1;5;4;3;3;7;7;7;5;7;5;6;6;6;1
5980;2;2;4;3;2;3;4;4;2;4;2;4;3;4;5;2;4;4;3;4;2;4;3;4;4;3;4;5;2;2;1;4;2;4;4;2;4;4;3;2;2;3;2;3;4;2;2;3;2;3;3;5;6;3;2;5;5;6;5;3
5981;5;1;4;3;3;4;4;2;3;3;5;5;4;4;4;4;4;2;3;3;5;2;3;3;3;4;4;3;4;4;5;4;3;4;4;4;4;2;4;2;4;4;3;4;2;4;4;3;3;3;6;6;6;6;6;5;6;4;3;4
5982;3;4;4;2;5;3;4;4;2;4;4;4;4;4;4;3;4;5;3;4;4;4;5;4;4;3;3;4;2;4;4;4;4;3;4;2;4;3;2;3;4;2;4;2;4;4;4;2;3;4;6;6;6;6;6;6;6;6;6;6
5983;2;4;3;1;5;3;3;2;1;5;3;4;2;2;3;2;3;3;2;5;3;4;2;2;4;3;2;2;1;4;3;3;2;2;5;2;3;4;2;4;3;3;3;2;4;3;3;2;2;3;5;6;5;5;5;5;6;6;6;6
5984;3;2;4;3;4;4;4;4;2;4;4;4;4;4;4;4;4;3;4;3;4;4;3;2;3;3;4;4;3;4;4;4;4;3;4;3;4;4;3;3;3;4;3;3;4;3;3;4;2;4;5;5;4;6;5;4;4;3;6;6
5985;3;5;4;1;4;5;5;3;2;4;5;5;5;3;3;2;5;5;2;3;4;5;4;2;3;4;5;5;4;4;4;5;4;1;5;2;5;5;2;3;4;5;2;2;4;3;5;2;1;3;7;7;7;7;6;7;6;7;7;7
5986;2;4;4;1;2;3;2;4;2;2;4;5;4;4;5;1;4;4;2;1;2;5;1;1;3;4;4;5;1;5;2;2;5;2;4;1;4;4;2;1;1;4;4;2;4;2;4;2;2;4;5;6;7;6;4;6;6;5;5;5
5987;4;2;4;4;4;5;4;2;2;2;5;5;3;4;4;3;5;5;2;2;4;2;4;4;4;2;4;2;4;2;4;2;4;4;4;2;4;2;4;4;4;4;4;4;4;2;4;4;4;4;5;5;3;5;3;5;5;3;3;3
5988;4;4;3;3;4;3;5;2;2;2;4;5;3;3;4;3;4;4;2;3;4;5;2;2;3;4;4;2;2;5;4;4;3;2;3;4;4;4;2;3;4;4;3;1;5;3;4;4;2;4;6;6;4;5;7;5;5;7;7;7
5989;3;4;4;2;4;2;4;4;2;4;4;5;4;2;4;2;4;5;2;4;4;4;3;2;4;4;2;4;2;4;3;4;4;2;4;2;4;4;2;3;2;4;4;2;4;3;3;4;2;4;7;6;7;6;7;6;6;6;7;7
5990;4;5;4;4;3;3;4;4;4;4;4;5;4;5;3;3;5;3;4;3;3;5;3;4;3;3;5;4;3;3;3;5;4;4;3;1;4;4;5;2;2;5;4;3;4;3;4;3;4;3;6;5;4;5;3;4;4;2;4;3
5991;3;5;3;2;4;5;4;4;2;3;4;5;4;3;4;4;5;4;3;3;4;5;4;4;2;4;3;4;2;4;3;4;3;3;3;2;4;4;2;2;2;4;4;2;3;4;4;3;2;3;6;6;5;6;6;4;3;2;4;4
5992;4;4;3;3;4;4;4;3;3;3;4;4;3;3;3;3;3;4;2;3;3;4;2;3;3;3;3;3;3;3;4;4;3;2;4;3;3;4;2;3;4;3;2;3;3;4;3;3;2;3;6;6;6;6;5;6;6;6;6;6
5993;3;5;2;2;4;3;5;4;1;5;5;5;4;3;5;4;4;4;4;2;4;5;5;2;4;5;3;5;2;5;4;5;4;1;4;3;4;5;1;3;4;4;4;1;4;4;5;4;2;3;7;7;7;7;7;7;7;7;7;7
5994;3;3;2;2;4;2;3;4;2;3;4;4;4;2;5;2;3;4;2;3;2;3;2;1;4;3;2;4;1;4;2;3;3;4;4;2;4;3;1;3;4;3;2;2;3;2;2;2;2;5;5;6;4;6;3;5;5;2;3;5
5995;5;5;2;3;3;4;4;2;2;3;4;3;3;4;4;5;4;3;4;3;4;5;3;3;4;4;3;2;3;2;5;4;2;3;3;4;4;3;3;2;4;4;2;2;3;4;3;2;2;4;6;5;4;5;4;5;5;4;5;5
5996;3;3;4;3;3;3;4;4;2;3;4;4;3;4;3;3;3;3;3;3;4;2;4;2;4;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;4;4;3;2;4;3;3;4;3;4;5;5;4;5;4;5;5;3;4;4
5997;4;4;3;3;4;2;4;3;3;4;4;4;4;4;2;3;2;4;3;4;4;3;2;2;4;4;2;3;2;4;4;3;4;2;4;2;2;3;2;3;4;3;3;4;4;3;4;4;2;3;5;6;2;6;6;3;5;2;3;2
5998;2;3;5;1;5;3;3;5;2;5;4;5;5;3;1;1;2;5;1;1;3;4;5;3;4;5;4;5;2;5;4;4;4;1;5;2;4;5;1;1;3;4;2;3;5;3;5;5;1;3;7;7;7;7;7;7;7;7;1;6
5999;4;5;4;2;4;2;5;5;2;4;4;5;4;2;3;3;5;5;2;2;4;5;5;2;4;4;4;5;1;2;4;5;4;1;4;2;5;5;1;1;2;4;5;2;5;4;5;5;1;4;7;7;7;7;7;7;7;7;7;7
6000;5;5;4;3;4;4;4;2;2;3;4;5;5;5;3;4;5;5;3;3;4;5;4;5;4;5;5;5;4;2;4;5;5;3;5;1;4;5;3;2;2;4;4;2;3;4;5;4;2;4;3;6;4;6;7;3;3;1;3;4
6001;3;4;4;3;4;4;4;5;3;5;3;5;4;4;4;3;4;3;3;5;3;4;3;4;4;4;3;5;3;4;2;4;4;4;4;2;3;4;4;3;2;4;4;2;4;3;4;4;3;2;7;6;7;5;7;6;6;6;7;7
6002;4;3;3;2;3;5;4;3;2;3;4;4;3;3;2;3;3;4;3;4;4;3;3;3;3;4;3;4;2;3;3;4;3;3;4;3;3;4;1;2;3;3;4;2;3;4;2;4;2;3;6;6;5;5;4;4;5;4;5;6
6003;4;4;3;3;4;4;4;4;3;3;4;5;3;4;4;3;4;3;4;3;2;4;2;3;3;4;3;4;3;3;4;4;3;4;4;2;4;3;4;3;2;3;4;3;3;2;2;4;3;3;3;4;3;4;5;3;4;3;4;3
6004;2;5;4;3;4;2;4;3;2;5;4;5;4;3;3;2;5;5;1;4;4;4;3;2;3;4;2;4;2;4;2;4;4;1;4;2;4;4;1;4;2;4;4;2;5;3;4;4;1;3;7;7;1;7;6;6;6;4;6;7
6005;4;5;4;3;5;3;5;2;4;5;5;5;5;5;4;5;5;4;5;5;4;5;2;5;5;4;5;3;2;5;4;5;2;4;5;1;4;5;3;2;5;5;4;4;5;5;4;5;3;4;7;7;7;6;7;7;6;7;7;7
6006;4;5;4;1;5;3;5;3;1;5;4;5;5;1;3;3;4;5;1;3;3;5;3;1;4;4;4;5;1;5;4;5;4;1;5;3;4;5;1;5;3;4;2;1;3;4;3;4;1;4;7;7;7;7;7;6;7;7;7;7
6007;3;2;3;2;4;3;3;3;3;4;3;4;3;3;3;2;3;4;4;4;2;3;4;3;3;3;3;3;2;3;3;3;3;3;4;2;3;4;3;3;2;3;3;2;3;3;2;4;3;3;5;5;6;5;5;4;5;5;5;6
6008;3;4;4;3;3;2;4;4;2;4;4;4;4;4;4;3;2;3;4;4;4;4;3;4;3;4;4;4;3;4;4;4;5;3;4;3;3;4;2;2;3;4;4;3;4;2;4;4;3;4;6;6;6;6;6;6;6;6;6;6
6009;2;4;4;3;3;3;4;3;2;4;4;4;4;3;5;3;4;3;2;4;2;4;2;3;3;3;4;3;3;4;3;4;4;3;4;2;4;3;4;3;2;4;3;4;4;2;3;4;2;3;6;6;6;5;6;6;6;4;5;5
6010;4;4;4;2;4;2;3;2;2;4;4;3;4;3;4;3;3;4;4;4;4;3;2;2;3;3;3;2;2;4;2;2;5;3;4;3;2;3;3;2;3;3;2;2;4;2;3;3;3;4;5;5;5;6;6;6;6;5;3;5
6011;4;5;4;1;4;4;4;5;1;3;5;5;4;3;2;2;4;5;1;4;4;4;2;2;3;4;1;5;1;4;5;5;4;1;4;2;4;5;1;1;2;4;2;1;4;4;4;1;1;3;7;5;6;6;7;7;7;7;7;7
6012;3;4;2;2;3;3;4;3;2;3;4;3;4;3;3;2;3;4;2;4;4;4;4;3;3;3;3;4;2;4;3;4;4;2;4;2;4;5;1;3;4;4;4;2;3;4;3;4;1;3;5;6;7;6;6;6;5;6;7;7
6013;5;5;2;2;4;5;5;4;2;3;5;4;4;4;5;4;5;4;1;3;2;2;5;4;3;4;2;5;2;2;3;4;4;3;4;1;4;4;1;1;4;4;3;2;4;3;4;4;1;4;3;3;3;6;6;4;6;2;5;6
6014;3;3;3;2;4;3;3;4;2;3;3;4;3;2;4;3;3;4;2;3;3;3;2;2;3;3;3;4;2;4;3;3;4;3;4;2;3;3;2;2;3;3;3;3;3;3;3;4;2;3;6;5;6;5;6;5;5;6;6;6
6015;4;4;2;2;3;4;4;4;3;3;4;4;3;4;3;3;4;4;2;4;3;4;2;3;4;4;3;4;2;4;3;4;4;2;3;2;2;4;2;2;2;4;4;2;4;4;4;4;2;3;7;7;5;5;5;5;6;6;6;6
6016;3;2;3;2;3;3;4;3;2;4;3;5;3;3;3;3;4;4;2;3;3;4;3;2;3;3;3;4;2;4;3;4;2;2;3;3;3;4;2;2;3;3;2;2;3;3;3;2;2;3;6;5;6;6;6;6;6;6;6;6
6017;4;4;4;1;3;4;4;5;2;4;5;5;4;4;4;4;4;5;2;3;4;5;4;4;3;4;3;5;1;3;4;4;5;2;4;3;3;4;2;2;4;4;4;2;3;4;4;2;2;3;6;6;7;6;6;6;6;6;6;6
6018;4;5;3;2;4;5;5;4;2;5;4;5;4;2;5;5;4;5;4;3;4;4;3;2;4;5;3;5;1;5;4;5;3;2;4;2;4;3;1;2;3;4;3;2;4;5;4;4;2;4;7;7;7;7;7;6;6;7;7;7
6019;2;2;4;4;3;2;3;5;3;3;4;5;3;4;3;2;4;4;3;3;3;3;3;4;3;3;3;4;4;4;2;3;4;3;4;2;3;5;4;1;1;3;3;2;4;2;3;4;3;3;6;6;6;5;7;6;5;7;7;7
6020;3;5;4;4;5;5;5;4;2;4;5;5;5;5;4;4;5;5;1;4;5;5;2;2;5;5;1;5;1;5;5;1;4;1;5;3;5;5;5;4;4;4;4;2;1;4;1;5;1;5;7;7;7;7;7;6;6;7;7;7
6021;3;3;2;3;4;3;2;3;2;4;3;4;3;3;3;3;3;4;2;3;3;3;3;3;3;3;2;3;2;4;2;3;3;3;4;3;3;4;2;3;3;3;2;4;3;3;3;3;2;3;5;4;5;7;2;3;3;1;7;7
6022;3;5;4;3;3;2;5;5;3;3;3;5;4;4;3;2;4;5;2;3;2;4;5;3;4;3;3;5;3;3;3;5;5;3;4;1;5;5;3;3;1;4;4;2;4;2;4;4;3;4;6;6;6;6;7;6;6;7;7;7
6023;4;5;4;2;5;4;5;3;2;5;5;5;4;4;3;4;4;4;3;5;4;5;3;2;3;4;3;4;2;4;4;5;4;3;4;3;4;4;3;3;3;4;4;2;4;4;4;5;3;5;5;6;5;6;6;6;6;4;6;4
6024;3;2;4;3;4;3;3;5;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;5;5;4;4;3;5;5;3;4;4
6025;5;3;5;3;5;4;2;5;2;5;4;3;5;3;4;4;3;5;2;4;4;4;3;2;4;5;4;2;3;4;4;4;5;2;5;5;4;4;3;5;5;4;5;4;5;4;3;4;2;4;7;7;7;6;7;7;7;7;7;7
6026;2;5;3;4;2;2;4;2;4;2;3;4;3;4;3;2;4;3;4;2;2;2;2;4;3;2;4;2;4;4;3;4;3;4;3;1;3;3;4;2;1;4;3;4;3;2;2;3;4;3;6;5;3;5;4;4;4;2;4;4
6027;4;5;4;3;5;5;4;3;2;4;4;5;4;3;4;4;4;5;2;4;4;5;3;2;3;5;4;5;2;4;4;4;3;2;3;3;3;4;1;3;4;4;4;2;3;4;4;5;2;3;7;7;7;7;7;7;7;7;7;7
6028;2;4;4;3;5;2;3;4;3;2;2;5;4;4;2;2;4;5;4;2;2;3;2;3;4;3;4;4;3;2;1;3;4;3;4;2;3;4;3;4;3;3;4;4;4;2;3;4;3;3;7;7;7;7;7;7;6;7;7;7
6029;3;3;3;3;3;3;3;3;3;3;4;5;4;3;3;3;4;4;4;4;3;4;2;4;3;4;4;4;4;3;3;3;4;4;4;3;3;4;3;3;3;4;4;3;3;3;3;3;3;3;6;6;6;4;5;5;5;3;7;7
